,image_id_initial,image_id_final,jar,week,species,treatment,replicate,individual_id,surface_area_cm2_initial,surface_area_cm2_final,length_cm_initial,length_cm_final,length_pixels_initial,length_pixels_final,surface_area_px2_initial,surface_area_px2_final,width_cm_initial,width_cm_final,width_pixels_initial,width_pixels_final,pixels_per_cm_initial,pixels_per_cm_final,pixels2_per_cm2_initial,pixels2_per_cm2_final,notes_initial,notes_final
636,IMG_9853-resized,2019_08_08_0053-resized,16,2,Pacific,7.7A0.5,5,2Bk,1,1.09,1.24,1.28,110.11,97.51,7916,6312.5,1.18,1.14,105,86.59,89,76,7921,5776,,used initial image to identify
637,IMG_9853-resized,2019_08_08_0053-resized,16,2,Pacific,7.7A0.5,5,1Wh,0.38,0.44,0.95,1.01,84.72,76.66,3017.5,2532,0.54,0.63,47.68,48.09,89,76,7921,5776,,
638,IMG_9853-resized,2019_08_08_0053-resized,16,2,Pacific,7.7A0.5,5,1Rd,0.52,0.58,1.05,1.14,93.41,86.83,4116.5,3359,0.7,0.74,61.98,56.04,89,76,7921,5776,,
639,IMG_9853-resized,2019_08_08_0053-resized,16,2,Pacific,7.7A0.5,5,1Pu,0.67,0.94,1.15,1.3,102.53,99.02,5310.5,5410,0.86,1.19,76.24,90.25,89,76,7921,5776,,used initial image to identify
640,IMG_9853-resized,2019_08_08_0053-resized,16,2,Pacific,7.7A0.5,5,1Pk,0.85,0.89,1.24,1.2,110.64,91.14,6767.5,5113.5,1.04,1.1,92.66,83.6,89,76,7921,5776,,
641,IMG_9853-resized,2019_08_08_0053-resized,16,2,Pacific,7.7A0.5,5,1Or,0.78,0.86,1.17,1.24,104.04,93.94,6215.5,4987,0.94,1.17,83.57,89.16,89,76,7921,5776,,
642,IMG_9853-resized,2019_08_08_0053-resized,16,2,Pacific,7.7A0.5,5,1Gr,0.67,0.75,1.21,1.2,107.28,91.55,5345,4319,0.83,0.89,74.04,67.9,89,76,7921,5776,,
643,IMG_9853-resized,2019_08_08_0053-resized,16,2,Pacific,7.7A0.5,5,1Bl,0.68,0.75,1.11,1.14,98.79,86.83,5419.5,4341,0.84,0.9,74.79,68.77,89,76,7921,5776,,
644,IMG_9853-resized,2019_08_08_0053-resized,16,2,Pacific,7.7A0.5,5,1Bk,0.78,0.85,1.35,1.43,120.25,108.63,6181.5,4910.5,0.85,0.88,75.6,67.05,89,76,7921,5776,,used initial image to identify
645,IMG_9847-resized,2019_08_08_0108-resized,17,2,Olympia,7.7A0.2,1,3Pu,2.04,2.1,2.07,2.15,175.93,178.51,14712,14468.5,1.39,1.37,118.44,114.02,85,83,7225,6889,,
646,IMG_9847-resized,2019_08_08_0108-resized,17,2,Olympia,7.7A0.2,1,3Pk,1.76,1.78,1.85,1.91,157.61,158.86,12700,12262.5,1.38,1.39,116.93,115.45,85,83,7225,6889,,
647,IMG_9847-resized,2019_08_08_0108-resized,17,2,Olympia,7.7A0.2,1,3Gr,2.42,2.4,2.18,2.13,185.17,176.48,17515,16512,1.61,1.62,136.86,134.81,85,83,7225,6889,,
648,IMG_9847-resized,2019_08_09_0131-resized,17,2,Olympia,7.7A0.2,1,3Bl,2.55,2.49,2.33,2.26,198.01,189.62,18453,17569,1.59,1.57,134.83,131.83,85,84,7225,7056,,
649,IMG_9847-resized,2019_08_08_0108-resized,17,2,Olympia,7.7A0.2,1,2Wh,1.63,1.62,1.74,1.77,147.63,147.25,11752.5,11182.5,1.36,1.35,115.26,112.45,85,83,7225,6889,,
650,IMG_9847-resized,2019_08_08_0108-resized,17,2,Olympia,7.7A0.2,1,2Rd,1.58,1.5,1.62,1.59,137.57,132.38,11397,10354,1.42,1.39,120.5,115.69,85,83,7225,6889,,
651,IMG_9847-resized,2019_08_08_0108-resized,17,2,Olympia,7.7A0.2,1,2Pu,1.69,1.66,1.8,1.79,152.97,148.27,12235,11433,1.34,1.37,114.02,113.64,85,83,7225,6889,,
652,IMG_9847-resized,2019_08_08_0108-resized,17,2,Olympia,7.7A0.2,1,2Pk,1.57,1.47,1.62,1.63,137.99,135.07,11331.5,10158,1.47,1.34,124.89,111.23,85,83,7225,6889,,used initial image to identify
653,IMG_9847-resized,2019_08_08_0108-resized,17,2,Olympia,7.7A0.2,1,2Or,2.42,2.39,2.09,2.07,177.73,171.51,17481,16486.5,1.7,1.68,144.36,139.85,85,83,7225,6889,,
654,IMG_9847-resized,2019_08_08_0108-resized,17,2,Olympia,7.7A0.2,1,2Gr,1.38,1.42,1.55,1.61,131.58,133.84,9947,9748,1.22,1.27,103.45,105.39,85,83,7225,6889,,
655,IMG_9847-resized,2019_08_09_0131-resized,17,2,Olympia,7.7A0.2,1,2Bl,1.88,2.02,1.8,1.91,152.59,160.61,13604,14231.5,1.52,1.56,128.79,131.03,85,84,7225,7056,,
656,IMG_9847-resized,2019_08_08_0108-resized,17,2,Olympia,7.7A0.2,1,2Bk,3.3,3.29,2.42,2.42,205.5,201.1,23866,22690.5,1.9,2.03,161.68,168.15,85,83,7225,6889,,
657,IMG_9847-resized,2019_08_08_0108-resized,17,2,Olympia,7.7A0.2,1,1Wh,1.31,1.28,1.53,1.59,130.12,131.83,9457,8824.5,1.22,1.2,103.39,99.64,85,83,7225,6889,,
658,IMG_9847-resized,2019_08_08_0108-resized,17,2,Olympia,7.7A0.2,1,1Rd,1.43,1.41,1.55,1.54,131.76,127.61,10316,9747.5,1.27,1.26,107.91,104.69,85,83,7225,6889,,
659,IMG_9847-resized,2019_08_08_0108-resized,17,2,Olympia,7.7A0.2,1,1Pu,1.26,1.21,1.51,1.57,128.47,130.1,9072.5,8339.5,1.17,1.17,99.08,97.42,85,83,7225,6889,,
660,IMG_9847-resized,2019_08_08_0108-resized,17,2,Olympia,7.7A0.2,1,1Pk,1.2,1.21,1.43,1.41,121.3,117.29,8686.5,8315.5,1.2,1.22,101.65,101.61,85,83,7225,6889,,
661,IMG_9847-resized,2019_08_08_0108-resized,17,2,Olympia,7.7A0.2,1,1Or,1.07,1.02,1.5,1.47,127.42,121.66,7732.5,7026,1.06,1.05,89.82,87.05,85,83,7225,6889,,
662,IMG_9847-resized,2019_08_08_0108-resized,17,2,Olympia,7.7A0.2,1,1Gr,1.02,0.98,1.28,1.25,108.63,104.02,7351.5,6766,1.19,1.17,100.85,97.2,85,83,7225,6889,,
663,IMG_9847-resized,2019_08_08_0108-resized,17,2,Olympia,7.7A0.2,1,1Bl,0.9,0.85,1.26,1.25,106.78,103.94,6474.5,5871,1.02,1.01,86.98,83.86,85,83,7225,6889,,
664,IMG_9847-resized,2019_08_08_0108-resized,17,2,Olympia,7.7A0.2,1,1Bk,1.11,1.17,1.43,1.54,121.51,128.04,8051,8065.5,1.14,1.13,96.94,93.94,85,83,7225,6889,,
665,IMG_9855-resized,2019_08_09_0132-resized,17,2,Pacific,7.7A0.2,1,3Pu,1.12,1.09,1.67,1.63,143.89,136.75,8319,7695,1.06,1.01,90.97,84.6,86,84,7396,7056,,
666,IMG_9855-resized,2019_08_08_0102-resized,17,2,Pacific,7.7A0.2,1,3Pk,0.88,0.95,1.25,1.29,107.7,107.06,6529.5,6531,1.07,1.11,92.13,92.46,86,83,7396,6889,,
667,IMG_9855-resized,2019_08_08_0102-resized,17,2,Pacific,7.7A0.2,1,3Gr,0.91,0.99,1.45,1.48,124.78,123.23,6739,6833.5,0.98,1.05,84.48,87.11,86,83,7396,6889,,
668,IMG_9855-resized,2019_08_09_0132-resized,17,2,Pacific,7.7A0.2,1,3Bl,1.08,1.15,1.28,1.35,110.37,113.44,8023.5,8087.5,1.13,1.16,97.19,97.65,86,84,7396,7056,,
669,IMG_9855-resized,2019_08_08_0102-resized,17,2,Pacific,7.7A0.2,1,2Wh,0.73,0.73,1.28,1.3,110.45,108.06,5433.5,5022,0.84,0.83,72.2,69.12,86,83,7396,6889,,
670,IMG_9855-resized,2019_08_08_0102-resized,17,2,Pacific,7.7A0.2,1,2Rd,0.63,0.66,1,1.01,86.16,83.74,4635,4527.5,0.9,0.9,77.08,74.53,86,83,7396,6889,,used initial image to identify
671,IMG_9855-resized,2019_08_08_0102-resized,17,2,Pacific,7.7A0.2,1,2Pu,1.03,1.06,1.24,1.24,107,102.73,7588,7278.5,1.16,1.22,100.02,101.26,86,83,7396,6889,,
672,IMG_9855-resized,2019_08_08_0102-resized,17,2,Pacific,7.7A0.2,1,2Pk,0.7,0.84,1.21,1.3,104.06,107.86,5157,5821,0.84,1,71.84,83.22,86,83,7396,6889,,
673,IMG_9855-resized,2019_08_08_0102-resized,17,2,Pacific,7.7A0.2,1,2Or,0.84,0.86,1.21,1.22,104.24,101.64,6239,5949,0.96,0.97,82.86,80.28,86,83,7396,6889,,
674,IMG_9855-resized,2019_08_08_0102-resized,17,2,Pacific,7.7A0.2,1,2Gr,0.71,0.84,1.24,1.19,106.89,99.04,5227,5778.5,0.81,1,69.63,82.87,86,83,7396,6889,,used initial image to identify
675,IMG_9855-resized,2019_08_08_0102-resized,17,2,Pacific,7.7A0.2,1,2Bl,0.78,0.87,1.36,1.45,117.18,120.24,5805,5977,0.89,0.96,76.22,79.98,86,83,7396,6889,,
676,IMG_9855-resized,2019_08_08_0102-resized,17,2,Pacific,7.7A0.2,1,2Bk,0.7,0.68,1.17,1.13,100.9,94.05,5212.5,4700,0.82,0.87,70.88,72.34,86,83,7396,6889,,
677,IMG_9855-resized,2019_08_08_0102-resized,17,2,Pacific,7.7A0.2,1,1Wh,0.44,NA,0.88,NA,75.59,NA,3221.5,NA,0.65,NA,55.95,NA,86,NA,7396,NA,,oyster missing from final image
678,IMG_9855-resized,2019_08_08_0102-resized,17,2,Pacific,7.7A0.2,1,1Rd,0.34,0.35,0.72,0.73,61.68,60.21,2478,2439.5,0.67,0.71,57.28,58.55,86,83,7396,6889,,used initial image to identify
679,IMG_9855-resized,NA,17,2,Pacific,7.7A0.2,1,1Pu,0.27,NA,0.78,NA,67.07,NA,2025,NA,0.51,NA,44.27,NA,86,NA,7396,NA,,NA
680,IMG_9855-resized,2019_08_08_0102-resized,17,2,Pacific,7.7A0.2,1,1Pk,0.37,0.4,0.97,1.02,83.73,84.65,2758,2749,0.6,0.63,51.48,52.39,86,83,7396,6889,,
681,IMG_9855-resized,2019_08_08_0102-resized,17,2,Pacific,7.7A0.2,1,1Or,0.33,0.31,0.8,0.74,68.88,61.4,2409,2109,0.58,0.61,50.22,50.6,86,83,7396,6889,,
682,IMG_9855-resized,2019_08_08_0102-resized,17,2,Pacific,7.7A0.2,1,1Gr,0.55,0.6,1.06,1.11,90.8,92.03,4083.5,4121.5,0.78,0.84,67.12,69.64,86,83,7396,6889,,
683,IMG_9855-resized,2019_08_08_0102-resized,17,2,Pacific,7.7A0.2,1,1Bl,0.64,0.65,1.13,1.15,96.8,95.72,4698,4505.5,0.93,0.95,79.85,78.55,86,83,7396,6889,,
684,IMG_9855-resized,2019_08_08_0102-resized,17,2,Pacific,7.7A0.2,1,1Bk,0.26,0.27,0.69,0.72,59.54,60.17,1889.5,1832,0.55,0.56,47.17,46.49,86,83,7396,6889,,
685,IMG_9849-resized,NA,18,6,Olympia,7.7A0.2,5,3Pu,1.73,NA,1.95,NA,165.8,NA,12522.5,NA,1.36,NA,115.68,NA,85,NA,7225,NA,,NA
686,IMG_9849-resized,NA,18,6,Olympia,7.7A0.2,5,3Pk,2.61,NA,2.16,NA,183.44,NA,18874,NA,1.74,NA,148.22,NA,85,NA,7225,NA,,NA
687,IMG_9849-resized,NA,18,6,Olympia,7.7A0.2,5,3Gr,2.35,NA,2.05,NA,174.16,NA,17004.5,NA,1.59,NA,135.37,NA,85,NA,7225,NA,,NA
688,IMG_9849-resized,NA,18,6,Olympia,7.7A0.2,5,3Bl,2.22,NA,2.03,NA,172.35,NA,16047,NA,1.6,NA,135.77,NA,85,NA,7225,NA,,NA
689,IMG_9849-resized,NA,18,6,Olympia,7.7A0.2,5,2Wh,1.45,NA,1.66,NA,141.32,NA,10465,NA,1.27,NA,107.94,NA,85,NA,7225,NA,,NA
690,IMG_9849-resized,NA,18,6,Olympia,7.7A0.2,5,2Rd,1.82,NA,1.75,NA,148.66,NA,13169.5,NA,1.42,NA,120.9,NA,85,NA,7225,NA,,NA
691,IMG_9849-resized,NA,18,6,Olympia,7.7A0.2,5,2Pu,1.5,NA,1.75,NA,148.76,NA,10833.5,NA,1.22,NA,103.59,NA,85,NA,7225,NA,,NA
692,IMG_9849-resized,NA,18,6,Olympia,7.7A0.2,5,2Pk,2.04,NA,1.97,NA,167.07,NA,14762.5,NA,1.48,NA,125.4,NA,85,NA,7225,NA,,NA
693,IMG_9849-resized,NA,18,6,Olympia,7.7A0.2,5,2Or,2.63,NA,2.05,NA,174.23,NA,19012,NA,1.81,NA,153.84,NA,85,NA,7225,NA,,NA
694,IMG_9849-resized,NA,18,6,Olympia,7.7A0.2,5,2Gr,1.73,NA,1.73,NA,147.41,NA,12466,NA,1.43,NA,121.43,NA,85,NA,7225,NA,,NA
695,IMG_9849-resized,NA,18,6,Olympia,7.7A0.2,5,2Bl,1.43,NA,1.62,NA,137.35,NA,10343,NA,1.28,NA,108.56,NA,85,NA,7225,NA,,NA
696,IMG_9849-resized,NA,18,6,Olympia,7.7A0.2,5,2Bk,1.65,NA,1.78,NA,151.72,NA,11910.5,NA,1.37,NA,116.47,NA,85,NA,7225,NA,,NA
697,IMG_9849-resized,NA,18,6,Olympia,7.7A0.2,5,1Wh,1.42,NA,1.54,NA,130.97,NA,10271.5,NA,1.4,NA,118.6,NA,85,NA,7225,NA,,NA
698,IMG_9849-resized,NA,18,6,Olympia,7.7A0.2,5,1Rd,0.87,NA,1.18,NA,100.57,NA,6279.5,NA,0.98,NA,83.38,NA,85,NA,7225,NA,,NA
699,IMG_9849-resized,NA,18,6,Olympia,7.7A0.2,5,1Pu,0.85,NA,1.23,NA,104.39,NA,6138.5,NA,1.05,NA,89.05,NA,85,NA,7225,NA,,NA
700,IMG_9849-resized,NA,18,6,Olympia,7.7A0.2,5,1Pk,1.19,NA,1.43,NA,121.79,NA,8565.5,NA,1.16,NA,98.81,NA,85,NA,7225,NA,,NA
701,IMG_9849-resized,NA,18,6,Olympia,7.7A0.2,5,1Or,1.51,NA,1.68,NA,143.2,NA,10882,NA,1.29,NA,109.55,NA,85,NA,7225,NA,,NA
702,IMG_9849-resized,NA,18,6,Olympia,7.7A0.2,5,1Gr,0.8,NA,1.3,NA,110.39,NA,5785.5,NA,0.94,NA,79.63,NA,85,NA,7225,NA,,NA
703,IMG_9849-resized,NA,18,6,Olympia,7.7A0.2,5,1Bl,0.97,NA,1.35,NA,114.56,NA,7021,NA,1.06,NA,89.99,NA,85,NA,7225,NA,,NA
704,IMG_9849-resized,NA,18,6,Olympia,7.7A0.2,5,1Bk,1.83,NA,1.75,NA,148.35,NA,13208.5,NA,1.42,NA,120.31,NA,85,NA,7225,NA,,NA
705,IMG_9858-resized,NA,18,6,Pacific,7.7A0.2,5,3Pu,1.77,NA,1.81,NA,157.31,NA,13361,NA,1.37,NA,118.97,NA,87,NA,7569,NA,,NA
706,IMG_9858-resized,NA,18,6,Pacific,7.7A0.2,5,3Pk,1.13,NA,1.51,NA,131.4,NA,8554,NA,1.08,NA,94.11,NA,87,NA,7569,NA,,NA
707,IMG_9858-resized,NA,18,6,Pacific,7.7A0.2,5,3Gr,1.32,NA,1.78,NA,154.87,NA,10004,NA,1.1,NA,96.01,NA,87,NA,7569,NA,,NA
708,IMG_9858-resized,NA,18,6,Pacific,7.7A0.2,5,3Bl,1.37,NA,1.72,NA,149.7,NA,10341.5,NA,1.24,NA,107.54,NA,87,NA,7569,NA,,NA
709,IMG_9858-resized,NA,18,6,Pacific,7.7A0.2,5,2Wh,1.21,NA,1.54,NA,134.32,NA,9167,NA,1.23,NA,107.2,NA,87,NA,7569,NA,,NA
710,IMG_9858-resized,NA,18,6,Pacific,7.7A0.2,5,2Rd,1.27,NA,1.69,NA,147.35,NA,9642.5,NA,1.05,NA,91.24,NA,87,NA,7569,NA,,NA
711,IMG_9858-resized,NA,18,6,Pacific,7.7A0.2,5,2Pu,0.9,NA,1.37,NA,119.21,NA,6843,NA,0.96,NA,83.55,NA,87,NA,7569,NA,,NA
712,IMG_9858-resized,NA,18,6,Pacific,7.7A0.2,5,2Pk,0.77,NA,1.23,NA,106.93,NA,5827,NA,0.93,NA,80.53,NA,87,NA,7569,NA,,NA
713,IMG_9858-resized,NA,18,6,Pacific,7.7A0.2,5,2Or,0.75,NA,1.17,NA,102.18,NA,5659.5,NA,0.97,NA,84.69,NA,87,NA,7569,NA,,NA
714,IMG_9858-resized,NA,18,6,Pacific,7.7A0.2,5,2Gr,0.55,NA,1,NA,86.77,NA,4148,NA,0.73,NA,63.16,NA,87,NA,7569,NA,,NA
715,IMG_9858-resized,NA,18,6,Pacific,7.7A0.2,5,2Bl,0.84,NA,1.52,NA,131.85,NA,6334,NA,0.8,NA,69.64,NA,87,NA,7569,NA,,NA
716,IMG_9858-resized,NA,18,6,Pacific,7.7A0.2,5,2Bk,0.97,NA,1.38,NA,119.75,NA,7326.5,NA,0.99,NA,86.4,NA,87,NA,7569,NA,,NA
717,IMG_9858-resized,NA,18,6,Pacific,7.7A0.2,5,1Wh,0.89,NA,1.35,NA,117.69,NA,6735,NA,1.01,NA,87.8,NA,87,NA,7569,NA,,NA
718,IMG_9858-resized,NA,18,6,Pacific,7.7A0.2,5,1Rd,0.68,NA,1.16,NA,101.24,NA,5175,NA,0.88,NA,76.32,NA,87,NA,7569,NA,,NA
719,IMG_9858-resized,NA,18,6,Pacific,7.7A0.2,5,1Pu,0.35,NA,0.82,NA,71.06,NA,2648.5,NA,0.64,NA,55.9,NA,87,NA,7569,NA,,NA
720,IMG_9858-resized,NA,18,6,Pacific,7.7A0.2,5,1Pk,0.34,NA,0.84,NA,73.17,NA,2546.5,NA,0.58,NA,50.25,NA,87,NA,7569,NA,,NA
721,IMG_9858-resized,NA,18,6,Pacific,7.7A0.2,5,1Or,0.52,NA,0.91,NA,79.4,NA,3935.5,NA,0.78,NA,68.12,NA,87,NA,7569,NA,,NA
722,IMG_9858-resized,NA,18,6,Pacific,7.7A0.2,5,1Gr,0.31,NA,0.76,NA,65.79,NA,2351,NA,0.63,NA,54.42,NA,87,NA,7569,NA,,NA
723,IMG_9858-resized,NA,18,6,Pacific,7.7A0.2,5,1Bl,0.4,NA,0.86,NA,75.17,NA,3032.5,NA,0.71,NA,61.55,NA,87,NA,7569,NA,,NA
724,IMG_9858-resized,NA,18,6,Pacific,7.7A0.2,5,1Bk,0.64,NA,1.15,NA,100.4,NA,4822.5,NA,0.79,NA,68.36,NA,87,NA,7569,NA,,NA
725,IMG_9851-resized,IMG_0020-resized,19,4,Olympia,7.7A0.5,1,3Pu,1.4,1.48,1.55,1.62,135.19,93.9,10598,4979,1.15,1.26,99.81,73.33,87,58,7569,3364,,
726,IMG_9851-resized,IMG_0020-resized,19,4,Olympia,7.7A0.5,1,3Pk,1.32,1.3,1.58,1.59,137.77,92.07,9998.5,4356.5,1.18,1.15,102.42,66.48,87,58,7569,3364,,
727,IMG_9851-resized,NA,19,4,Olympia,7.7A0.5,1,3Gr,1.71,NA,1.84,NA,159.88,NA,12970,NA,1.35,NA,117.72,NA,87,NA,7569,NA,two 2Gr; dont match up to weight data;2Gr-2 renamed 3Gr,NA
728,IMG_9851-resized,IMG_0020-resized,19,4,Olympia,7.7A0.5,1,3Bl,1.66,1.71,1.75,1.85,152.28,107.2,12586.5,5741,1.31,1.33,114.06,77.23,87,58,7569,3364,,
729,IMG_9851-resized,IMG_0020-resized,19,4,Olympia,7.7A0.5,1,2Wh,0.92,0.99,1.36,1.38,117.92,80.16,6959.5,3338.5,0.97,1.11,84.39,64.4,87,58,7569,3364,,
730,IMG_9851-resized,IMG_0020-resized,19,4,Olympia,7.7A0.5,1,2Rd,1.02,1.08,1.27,1.37,110.86,79.63,7683,3620.5,1.11,1.15,96.18,66.57,87,58,7569,3364,,
731,IMG_9851-resized,IMG_0020-resized,19,4,Olympia,7.7A0.5,1,2Pu,1.03,1.13,1.4,1.44,121.76,83.6,7772,3796.5,1.06,1.13,92.48,65.28,87,58,7569,3364,,
732,IMG_9851-resized,IMG_0020-resized,19,4,Olympia,7.7A0.5,1,2Pk,1.21,1.23,1.55,1.55,135.15,90.03,9165.5,4151,1.13,1.14,98.06,66.1,87,58,7569,3364,,
733,IMG_9851-resized,NA,19,4,Olympia,7.7A0.5,1,2Or,2.07,NA,1.86,NA,161.52,NA,15691.5,NA,1.6,NA,139,NA,87,NA,7569,NA,,NA
734,NA,IMG_0020-resized,19,4,Olympia,7.7A0.5,1,2Gr-1,NA,1.56,NA,1.71,NA,99.28,NA,5241.5,NA,1.25,NA,72.56,NA,58,NA,3364,NA,two 2Gr; dont match up to weight data
735,IMG_9851-resized,NA,19,4,Olympia,7.7A0.5,1,2Gr,1.53,NA,1.67,NA,145.67,NA,11550,NA,1.22,NA,106.07,NA,87,NA,7569,NA,two 2Gr; dont match up to weight data; 2Gr-1 renamed 2Gr,NA
736,IMG_9851-resized,IMG_0020-resized,19,4,Olympia,7.7A0.5,1,2Bl,1.38,1.39,1.58,1.6,137.06,93.04,10423.5,4685,1.25,1.23,108.45,71.59,87,58,7569,3364,,used initial image to identify
737,IMG_9851-resized,IMG_0020-resized,19,4,Olympia,7.7A0.5,1,2Bk,1.58,1.64,1.64,1.66,143.1,96.26,11964.5,5528.5,1.33,1.44,115.57,83.45,87,58,7569,3364,,used initial image to identify
738,IMG_9851-resized,IMG_0020-resized,19,4,Olympia,7.7A0.5,1,1Wh,0.62,0.6,1.14,1.08,99.04,62.51,4693.5,2021.5,0.81,0.81,70.23,47.1,87,58,7569,3364,,
739,IMG_9851-resized,IMG_0020-resized,19,4,Olympia,7.7A0.5,1,1Rd,0.79,0.85,1.24,1.24,107.54,72.03,5994.5,2848,0.91,1.02,78.77,59.2,87,58,7569,3364,,
740,IMG_9851-resized,IMG_0020-resized,19,4,Olympia,7.7A0.5,1,1Pu,1.05,1.07,1.4,1.42,121.74,82.33,7969,3600,1.05,1.05,91.55,60.96,87,58,7569,3364,,
741,IMG_9851-resized,IMG_0020-resized,19,4,Olympia,7.7A0.5,1,1Pk,1.36,1.42,1.6,1.73,139.09,100.44,10294.5,4777.5,1.17,1.38,101.55,79.92,87,58,7569,3364,,
742,IMG_9851-resized,IMG_0020-resized,19,4,Olympia,7.7A0.5,1,1Or,1.04,1.02,1.4,1.38,121.49,79.76,7842,3414.5,1.07,1.09,93.01,63.13,87,58,7569,3364,,
743,IMG_9851-resized,IMG_0020-resized,19,4,Olympia,7.7A0.5,1,1Gr,1.16,1.27,1.65,1.76,143.78,102,8800.5,4285,1.12,1.15,97.05,66.71,87,58,7569,3364,,
744,IMG_9851-resized,IMG_0020-resized,19,4,Olympia,7.7A0.5,1,1Bl,1.28,1.26,1.54,1.57,133.93,90.8,9714,4251,1.21,1.19,105.1,68.88,87,58,7569,3364,,used initial image to identify
745,IMG_9851-resized,IMG_0020-resized,19,4,Olympia,7.7A0.5,1,1Bk,0.8,0.83,1.13,1.16,98.41,67.07,6062.5,2793,0.98,0.96,85.28,55.97,87,58,7569,3364,,
746,NA,IMG_0013_1-resized,19,4,Olympia,7.7A0.5,4,3Gr,NA,1.71,NA,1.86,NA,107.94,NA,5746.5,NA,1.36,NA,79.08,NA,58,NA,3364,NA,"originally names 2Gr-2, renamed 3Gr; used initial image to identify"
747,NA,IMG_0013_1-resized,19,4,Olympia,7.7A0.5,4,2Or,NA,2.73,NA,2.01,NA,116.83,NA,9188.5,NA,1.96,NA,113.53,NA,58,NA,3364,NA,
748,IMG_9861-resized,IMG_0019-resized,19,4,Pacific,7.7A0.5,1,3Pu,1.26,1.34,1.62,1.63,140.86,91.27,9516.5,4208.5,1.1,1.16,95.67,65.19,87,56,7569,3136,,used initial image to identify
749,IMG_9861-resized,IMG_0012_1-resized,19,4,Pacific,7.7A0.5,1,3Pk,1.47,1.42,1.89,1.86,164.2,108.06,11142.5,4764.5,1.18,1.17,102.63,68.07,87,58,7569,3364,,
750,IMG_9861-resized,IMG_0019-resized,19,4,Pacific,7.7A0.5,1,3Gr,1.16,1.39,1.69,1.77,147.22,99.25,8778.5,4343.5,1.07,1.21,92.76,68.01,87,56,7569,3136,,
751,IMG_9861-resized,IMG_0012_1-resized,19,4,Pacific,7.7A0.5,1,3Bl,1.31,1.51,1.52,1.74,132.03,100.9,9892,5065,1.25,1.41,108.47,82.07,87,58,7569,3364,,
752,IMG_9861-resized,IMG_0019-resized,19,4,Pacific,7.7A0.5,1,2Wh,1.38,1.42,1.45,1.49,126.53,83.38,10432.5,4441,1.29,1.36,111.97,75.95,87,56,7569,3136,,
753,IMG_9861-resized,IMG_0019-resized,19,4,Pacific,7.7A0.5,1,2Rd,1.27,1.43,1.61,1.76,139.98,98.37,9602,4493.5,1.2,1.29,104.2,72.28,87,56,7569,3136,,
754,IMG_9861-resized,IMG_0019-resized,19,4,Pacific,7.7A0.5,1,2Pu,1.31,1.35,1.59,1.64,138.24,91.78,9887.5,4242,1.18,1.2,102.79,67.08,87,56,7569,3136,,used initial image to identify
755,IMG_9861-resized,IMG_0019-resized,19,4,Pacific,7.7A0.5,1,2Pk,0.96,1.11,1.4,1.45,121.75,81.22,7260.5,3482.5,0.99,1.11,86.37,62.37,87,56,7569,3136,,
756,IMG_9861-resized,IMG_0019-resized,19,4,Pacific,7.7A0.5,1,2Or,0.79,0.99,1.35,1.51,117.15,84.72,6007.5,3110.5,0.85,1.04,73.59,58.31,87,56,7569,3136,,
757,IMG_9861-resized,IMG_0019-resized,19,4,Pacific,7.7A0.5,1,2Gr,0.92,0.98,1.37,1.41,118.83,78.77,6973,3079,0.94,1,82.15,56.08,87,56,7569,3136,,
758,IMG_9861-resized,IMG_0019-resized,19,4,Pacific,7.7A0.5,1,2Bl,1.16,1.61,1.54,1.6,134.06,89.69,8751,5034.5,1.04,1.34,90.8,75.27,87,56,7569,3136,,
759,IMG_9861-resized,IMG_0019-resized,19,4,Pacific,7.7A0.5,1,2Bk,1.15,1.23,1.64,1.72,142.86,96.21,8729.5,3849,1.05,1.11,91.01,62.24,87,56,7569,3136,,used initial image to identify
760,IMG_9861-resized,IMG_0019-resized,19,4,Pacific,7.7A0.5,1,1Wh,1.01,1.02,1.43,1.5,124.19,83.82,7639,3209,1.01,1.02,87.8,56.85,87,56,7569,3136,,
761,IMG_9861-resized,IMG_0019-resized,19,4,Pacific,7.7A0.5,1,1Rd,1.29,1.27,1.56,1.58,135.3,88.24,9795,3988.5,1.26,1.21,109.77,68.01,87,56,7569,3136,,
762,IMG_9861-resized,IMG_0019-resized,19,4,Pacific,7.7A0.5,1,1Pu,0.9,1.16,1.31,1.56,113.99,87.32,6792.5,3647,0.95,1.29,82.42,72.47,87,56,7569,3136,,used initial image to identify
763,IMG_9861-resized,IMG_0019-resized,19,4,Pacific,7.7A0.5,1,1Pk,0.86,1.01,1.36,1.46,118.71,81.94,6503,3169,0.89,0.98,77.1,54.78,87,56,7569,3136,,
764,IMG_9861-resized,IMG_0019-resized,19,4,Pacific,7.7A0.5,1,1Or,0.58,0.59,1.08,1.06,93.96,59.41,4397.5,1860,0.84,0.86,73.01,48.26,87,56,7569,3136,,
765,IMG_9861-resized,IMG_0019-resized,19,4,Pacific,7.7A0.5,1,1Gr,0.6,0.68,1.21,1.24,105.31,69.66,4544.5,2131,0.69,0.9,60.46,50.22,87,56,7569,3136,,
766,IMG_9861-resized,IMG_0019-resized,19,4,Pacific,7.7A0.5,1,1Bl,0.56,0.63,1.14,1.16,98.79,65.19,4216.5,1980.5,0.75,0.83,65.19,46.53,87,56,7569,3136,,used initial image to identify
