Jar,Species,Number,Individual.ID,Initial_wetweight,Date,Treatment,Week,Whole.Organism.Weight,Shell.Weight,Tissue.Weight,Respiration,Feeding.calcification,Dead
22,Olympia,3,1Pu,0.213,8/8/2019,8.0C,2,NA,0.17,0.0242,,,
22,Pacific,3,1Pu,0.07,8/8/2019,8.0C,2,NA,0.047,0.009,,,
22,Pacific,7,1Rd,0.16,8/8/2019,8.0C,2,NA,0.111,0.025,,,
22,Olympia,7,1Rd,0.277,8/8/2019,8.0C,2,NA,NA,NA,,,X
22,Olympia,8,1Wh,0.453,8/8/2019,8.0C,2,NA,0.3463,0.0437,,,
22,Pacific,8,1Wh,0.12,8/8/2019,8.0C,2,NA,0.076,0.019,,,
22,Olympia,14,2Bk,0.367,8/8/2019,8.0C,2,NA,0.303,0.053,,,
22,Pacific,14,2Bk,0.32,8/8/2019,8.0C,2,NA,0.2459,0.0502,,,
22,Olympia,12,2Bl,0.365,8/8/2019,8.0C,2,NA,0.234,0.037,,,
22,Pacific,12,2Bl,0.17,8/8/2019,8.0C,2,NA,0.2109,0.0584,,,
22,Pacific,9,2Gr,0.23,8/8/2019,8.0C,2,NA,0.1802,0.0387,X,,
22,Olympia,9,2Gr,0.709,8/8/2019,8.0C,2,NA,0.597,0.114,,,
22,Olympia,13,2Or,1.427,8/8/2019,8.0C,2,NA,1.197,0.174,X,,
22,Pacific,13,2Or,0.39,8/8/2019,8.0C,2,NA,0.2869,NA,,,X
22,Olympia,10,2Pk,0.427,8/8/2019,8.0C,2,NA,0.325,0.059,,,
22,Pacific,10,2Pk,0.35,8/8/2019,8.0C,2,NA,0.286,0.057,,,
22,Olympia,11,2Pu,0.284,8/8/2019,8.0C,2,NA,0.2329,0.0377,,,
22,Pacific,11,2Pu,0.26,8/8/2019,8.0C,2,NA,0.1999,0.0501,,,
22,Olympia,15,2Rd,0.629,8/8/2019,8.0C,2,NA,0.4984,0.1012,,,
22,Pacific,15,2Rd,0.43,8/8/2019,8.0C,2,NA,0.407,0.073,,,
22,Olympia,16,2Wh,1.303,8/8/2019,8.0C,2,NA,1.0376,0.1424,,,
22,Pacific,16,2Wh,0.27,8/8/2019,8.0C,2,NA,0.2904,0.0983,X,,
22,Olympia,20,3Bl,0.493,8/8/2019,8.0C,2,NA,0.3882,0.0548,,,
22,Pacific,20,3Bl,0.29,8/8/2019,8.0C,2,NA,NA,NA,,,X
22,Olympia,17,3Gr,0.769,8/8/2019,8.0C,2,NA,0.645,0.141,,,
22,Pacific,17,3Gr,0.21,8/8/2019,8.0C,2,NA,0.1385,NA,,,X
22,Olympia,18,3Pk,0.47,8/8/2019,8.0C,2,NA,0.394,0.072,X,,
22,Pacific,18,3Pk,0.32,8/8/2019,8.0C,2,NA,0.26,0.072,,,
22,Olympia,19,3Pu,0.566,8/8/2019,8.0C,2,NA,0.456,0.07,,,
22,Pacific,19,3Pu,0.36,8/8/2019,8.0C,2,NA,0.284,0.066,,,
23,Olympia,6,1Bk,0.331,8/23/2019,8.0A0.2,4,NA,0.262,0.042,,,
23,Pacific,6,1Bk,0.06,8/23/2019,8.0A0.2,4,NA,NA,NA,,,X
23,Olympia,4,1Bl,0.31,8/23/2019,8.0A0.2,4,NA,0.25,0.035,,,
23,Pacific,4,1Bl,0.05,8/23/2019,8.0A0.2,4,NA,NA,NA,,,X
23,Olympia,1,1Gr,0.321,8/23/2019,8.0A0.2,4,NA,0.2712,0.0431,,,
23,Pacific,1,1Gr,0.05,8/23/2019,8.0A0.2,4,NA,NA,NA,,,X
23,Olympia,5,1Or,0.266,8/23/2019,8.0A0.2,4,NA,0.217,0.03,,,
23,Pacific,5,1Or,0.13,8/23/2019,8.0A0.2,4,NA,0.101,0.0181,,,
23,Olympia,2,1Pk,0.206,8/23/2019,8.0A0.2,4,NA,0.176,0.021,,,
23,Pacific,2,1Pk,0.08,8/23/2019,8.0A0.2,4,NA,0.074,0.015,,,
23,Olympia,3,1Pu,0.401,8/23/2019,8.0A0.2,4,NA,0.306,0.049,,,
23,Pacific,3,1Pu,0.12,8/23/2019,8.0A0.2,4,NA,NA,NA,,,X
23,Olympia,7,1Rd,0.507,8/23/2019,8.0A0.2,4,NA,0.4046,0.064,,,
23,Pacific,7,1Rd,0.05,8/23/2019,8.0A0.2,4,NA,0.04,0.009,,,
23,Olympia,8,1Wh,0.261,8/23/2019,8.0A0.2,4,NA,0.2,0.036,,,
23,Pacific,8,1Wh,0.06,8/23/2019,8.0A0.2,4,NA,0.054,0.008,,,
23,Olympia,14,2Bk,0.291,8/23/2019,8.0A0.2,4,NA,0.249,0.044,,,
23,Pacific,14,2Bk,0.26,8/23/2019,8.0A0.2,4,NA,NA,NA,,,X
23,Olympia,12,2Bl,0.403,8/23/2019,8.0A0.2,4,NA,0.34,0.054,,,
23,Pacific,12,2Bl,0.16,8/23/2019,8.0A0.2,4,NA,0.1523,0.0281,,,
23,Olympia,9,2Gr,0.339,8/23/2019,8.0A0.2,4,NA,0.27,0.054,,,
23,Pacific,9,2Gr,0.19,8/23/2019,8.0A0.2,4,NA,0.12,0.04,,,
23,Olympia,13,2Or,0.441,8/23/2019,8.0A0.2,4,NA,0.3491,0.0529,,,
23,Pacific,13,2Or,0.49,8/23/2019,8.0A0.2,4,NA,0.4254,0.1035,,,
23,Olympia,10,2Pk,0.513,8/23/2019,8.0A0.2,4,NA,0.411,0.0667,,,
23,Pacific,10,2Pk,0.12,8/23/2019,8.0A0.2,4,NA,0.115,0.025,,,
23,Olympia,11,2Pu,0.398,8/23/2019,8.0A0.2,4,NA,0.342,0.061,,,
23,Pacific,11,2Pu,0.2,8/23/2019,8.0A0.2,4,NA,NA,NA,,,X
23,Pacific,15,2Rd,0.14,8/23/2019,8.0A0.2,4,NA,0.1431,0.0291,,,
23,Olympia,15,2Rd,0.811,8/23/2019,8.0A0.2,4,NA,0.802,0.166,X,,
23,Olympia,16,2Wh,0.638,8/23/2019,8.0A0.2,4,NA,0.5307,0.0869,,,
23,Pacific,16,2Wh,0.24,8/23/2019,8.0A0.2,4,NA,0.215,0.038,,,
23,Olympia,20,3Bl,0.682,8/23/2019,8.0A0.2,4,NA,0.55,0.086,X,,
23,Pacific,20,3Bl,0.31,8/23/2019,8.0A0.2,4,NA,0.34,0.08,,,
23,Pacific,17,3Gr,0.28,8/23/2019,8.0A0.2,4,NA,0.254,0.056,,,
23,Olympia,17,3Gr,1.159,8/23/2019,8.0A0.2,4,NA,1.041,0.168,,,
23,Olympia,18,3Pk,0.483,8/23/2019,8.0A0.2,4,NA,0.411,0.082,,,
23,Pacific,18,3Pk,0.22,8/23/2019,8.0A0.2,4,NA,NA,NA,X,,X
23,Olympia,19,3Pu,0.561,8/23/2019,8.0A0.2,4,NA,0.504,0.112,,,
23,Pacific,19,3Pu,0.35,8/23/2019,8.0A0.2,4,NA,0.365,0.075,X,,
24,Olympia,6,1Bk,0.188,8/8/2019,7.7A0.5,2,NA,0.104,0.02,,,
24,Pacific,6,1Bk,0.15,8/8/2019,7.7A0.5,2,NA,0.093,0.016,,,
24,Olympia,4,1Bl,0.207,8/8/2019,7.7A0.5,2,NA,0.165,0.02,,,
24,Pacific,4,1Bl,0.12,8/8/2019,7.7A0.5,2,NA,0.07,0.019,,,
24,Olympia,1,1Gr,0.183,8/8/2019,7.7A0.5,2,NA,NA,NA,,,X
24,Pacific,,1Gr,0.291,,7.7A0.5,,,,,,,
24,Olympia,5,1Or,0.199,8/8/2019,7.7A0.5,2,NA,0.163,0.018,,,
24,Pacific,5,1Or,0.19,8/8/2019,7.7A0.5,2,NA,0.136,0.028,,,
24,Pacific,2,1Pk,0.06,8/8/2019,7.7A0.5,2,NA,0.031,0.005,,,
24,Olympia,2,1Pk,0.204,8/8/2019,7.7A0.5,2,NA,0.2154,0.0302,,,
24,Pacific,3,1Pu,0.11,8/8/2019,7.7A0.5,2,NA,0.087,0.015,,,
24,Olympia,,1Pu,0.213,,7.7A0.5,2,,,,,,
24,Olympia,7,1Rd,0.183,8/8/2019,7.7A0.5,2,NA,0.137,0.019,,,
24,Pacific,7,1Rd,0.13,8/8/2019,7.7A0.5,2,NA,0.095,0.025,,,
24,Olympia,8,1Wh,0.215,8/8/2019,7.7A0.5,2,NA,0.167,0.0193,,,
24,Pacific,8,1Wh,0.06,8/8/2019,7.7A0.5,2,NA,0.0351,0.007,,,
24,Pacific,14,2Bk,0.3,8/8/2019,7.7A0.5,2,NA,0.2731,0.0748,X,,
24,Olympia,14,2Bk,0.162,8/8/2019,7.7A0.5,2,NA,NA,NA,,,X
24,Pacific,4,2Bl,0.22,8/8/2019,7.7A0.5,2,NA,0.154,0.044,,,
24,Olympia,12,2Bl,0.321,8/9/2019,7.7A0.5,2,NA,0.282,0.044,X,,
24,Olympia,9,2Gr,0.416,8/8/2019,7.7A0.5,2,NA,0.358,0.042,,,
24,Pacific,9,2Gr,0.12,8/8/2019,7.7A0.5,2,NA,0.089,0.015,,,
24,Olympia,13,2Or,0.408,8/8/2019,7.7A0.5,2,NA,0.3241,0.0524,,,
24,Pacific,13,2Or,0.2,8/8/2019,7.7A0.5,2,NA,0.152,0.05,,,
24,Pacific,10,2Pk,0.17,8/8/2019,7.7A0.5,2,NA,0.1377,0.0388,,,
24,Olympia,10,2Pk,0.244,8/8/2019,7.7A0.5,2,NA,NA,NA,,,X
24,Pacific,11,2Pu,0.18,8/8/2019,7.7A0.5,2,NA,0.1542,0.0351,,,
24,Olympia,11,2Pu,0.271,8/8/2019,7.7A0.5,2,NA,NA,NA,,,X
24,Olympia,15,2Rd,0.294,8/8/2019,7.7A0.5,2,NA,0.247,0.032,,,
24,Pacific,15,2Rd,0.37,8/8/2019,7.7A0.5,2,NA,0.31,0.076,,,
24,Olympia,16,2Wh,0.208,8/8/2019,7.7A0.5,2,NA,0.1721,0.0262,,,
24,Pacific,16,2Wh,0.24,8/8/2019,7.7A0.5,2,NA,0.1771,0.0646,,,
24,Olympia,20,3Bl,0.436,8/9/2019,7.7A0.5,2,NA,0.355,0.0711,X,,
24,Pacific,12,3Bl,0.34,8/8/2019,7.7A0.5,2,NA,0.2922,0.0653,,,
24,Olympia,17,3Gr,0.694,8/8/2019,7.7A0.5,2,NA,0.551,0.109,,,
24,Pacific,17,3Gr,0.41,8/8/2019,7.7A0.5,2,NA,NA,NA,,,X
24,Pacific,18,3Pk,0.4,8/8/2019,7.7A0.5,2,NA,0.268,0.09,,,
24,Olympia,18,3Pk,0.67,8/8/2019,7.7A0.5,2,NA,0.59,0.091,,,
24,Olympia,19,3Pu,0.74,8/8/2019,7.7A0.5,2,NA,0.6158,0.082,,,
24,Pacific,19,3Pu,0.32,8/8/2019,7.7A0.5,2,NA,0.299,0.0673,X,,
25,Pacific,6,1Bk,0.26,8/8/2019,8.0A0.2,2,0.264,NA,NA,,X,
25,Olympia,6,1Bk,0.587,8/8/2019,8.0A0.2,2,0.596,NA,NA,,X,
25,Olympia,4,1Bl,0.574,8/8/2019,8.0A0.2,2,0.5889,NA,NA,,,
25,Pacific,4,1Bl,0.1,8/8/2019,8.0A0.2,2,0.117,NA,NA,,X,
25,Olympia,1,1Gr,0.277,8/8/2019,8.0A0.2,2,0.2753,NA,NA,,X,
25,Pacific,1,1Gr,0.07,8/8/2019,8.0A0.2,2,0.068,NA,NA,,X,
25,Olympia,5,1Or,0.389,8/8/2019,8.0A0.2,2,0.3912,NA,NA,,X,
25,Pacific,5,1Or,0.27,8/8/2019,8.0A0.2,2,0.275,NA,NA,,X,
25,Pacific,2,1Pk,0.05,8/8/2019,8.0A0.2,2,0.052,NA,NA,,X,
25,Olympia,2,1Pk,0.212,8/8/2019,8.0A0.2,2,0.2952,NA,NA,,X,
25,Pacific,3,1Pu,0.14,8/8/2019,8.0A0.2,2,0.144,NA,NA,,X,
25,Olympia,3,1Pu,0.459,8/8/2019,8.0A0.2,2,0.4709,NA,NA,,X,
25,Pacific,7,1Rd,0.17,8/8/2019,8.0A0.2,2,0.179,NA,NA,,X,
25,Olympia,7,1Rd,0.293,8/8/2019,8.0A0.2,2,0.3047,NA,NA,,X,
25,Pacific,8,1Wh,0.06,8/8/2019,8.0A0.2,2,0.054,NA,NA,,X,
25,Olympia,8,1Wh,0.546,8/8/2019,8.0A0.2,2,0.5604,NA,NA,,X,
25,Olympia,14,2Bk,0.642,8/8/2019,8.0A0.2,2,0.6633,NA,NA,,X,
25,Pacific,14,2Bk,0.3,8/8/2019,8.0A0.2,2,0.384,NA,NA,,X,
25,Pacific,12,2Bl,0.2,8/8/2019,8.0A0.2,2,0.187,NA,NA,,X,
25,Olympia,12,2Bl,0.552,8/8/2019,8.0A0.2,2,0.5614,NA,NA,,X,
25,Pacific,9,2Gr,0.17,8/8/2019,8.0A0.2,2,0.171,NA,NA,,X,
25,Olympia,9,2Gr,0.63,8/8/2019,8.0A0.2,2,0.6528,NA,NA,,X,
25,Olympia,13,2Or,0.736,8/8/2019,8.0A0.2,2,0.7615,NA,NA,,X,
25,Pacific,13,2Or,0.23,8/8/2019,8.0A0.2,2,0.259,NA,NA,,X,
25,Pacific,10,2Pk,0.24,8/8/2019,8.0A0.2,2,0.232,NA,NA,,X,
25,Olympia,10,2Pk,0.731,8/8/2019,8.0A0.2,2,0.7569,NA,NA,,X,
25,Olympia,11,2Pu,0.443,8/8/2019,8.0A0.2,2,0.4545,NA,NA,,X,
25,Pacific,11,2Pu,0.25,8/8/2019,8.0A0.2,2,0.29,NA,NA,,X,
25,Olympia,15,2Rd,0.76,8/8/2019,8.0A0.2,2,0.7932,NA,NA,,X,
25,Pacific,15,2Rd,0.22,8/8/2019,8.0A0.2,2,0.29,NA,NA,,X,
25,Olympia,16,2Wh,0.978,8/8/2019,8.0A0.2,2,1.0013,NA,NA,,X,
25,Pacific,16,2Wh,0.18,8/8/2019,8.0A0.2,2,0.215,NA,NA,,X,
25,Pacific,20,3Bl,0.26,8/8/2019,8.0A0.2,2,0.287,NA,NA,,X,
25,Olympia,20,3Bl,1.296,8/8/2019,8.0A0.2,2,1.3586,NA,NA,,X,
25,Olympia,17,3Gr,0.702,8/8/2019,8.0A0.2,2,0.7363,NA,NA,,X,
25,Pacific,17,3Gr,0.52,8/8/2019,8.0A0.2,2,0.631,NA,NA,,X,
25,Pacific,18,3Pk,0.24,8/8/2019,8.0A0.2,2,0.246,NA,NA,,X,
25,Olympia,18,3Pk,0.865,8/8/2019,8.0A0.2,2,0.9154,NA,NA,,X,
25,Olympia,19,3Pu,0.941,8/8/2019,8.0A0.2,2,0.9894,NA,NA,,X,
25,Pacific,19,3Pu,0.5,8/8/2019,8.0A0.2,2,0.573,NA,NA,,X,
26,Olympia,6,1Bk,NA,7/25/2019,7.7A0.2,0,NA,0.303,0.046,,,
26,Pacific,,1Bk,0.4,,,,,,,,,
26,Olympia,4,1Bl,NA,7/25/2019,7.7A0.2,0,NA,0.156,0.026,,,
26,Pacific,,1Bl,0.208,,,,,,,,,
26,Pacific,1,1Gr,NA,7/25/2019,7.7A0.2,0,NA,0.037,0.014,,,
26,Olympia,,1Or,0.281,,,,,,,,,
26,Pacific,2,1Pk,NA,7/25/2019,7.7A0.2,0,NA,0.062,0.022,,,
26,Olympia,,1Pk,0.199,,,,,,,,,
26,Pacific,3,1Pu,NA,7/25/2019,7.7A0.2,0,NA,0.097,0.022,,,
26,Olympia,,1Pu,0.213,,,,,,,,,
26,Olympia,,1Wh,0.231,,,,,,,,,
26,Olympia,14,2Bk,NA,7/25/2019,7.7A0.2,0,NA,0.378,NA,,,X
26,Olympia,,2Bl,0.358,,,,,,,,,
26,Pacific,9,2Gr,NA,7/25/2019,7.7A0.2,0,NA,0.189,0.056,,,
26,Olympia,9,2Gr,NA,7/25/2019,7.7A0.2,0,NA,0.517,0.115,,,
26,Pacific,13,2Or,NA,7/25/2019,7.7A0.2,0,NA,0.161,0.043,,,
26,Olympia,13,2Or,NA,7/25/2019,7.7A0.2,0,NA,0.252,0.04,,,
26,Pacific,10,2Pk,NA,7/25/2019,7.7A0.2,0,NA,0.141,0.044,,,
26,Olympia,,2Pk,0.212,,,,,,,,,
26,Pacific,11,2Pu,NA,7/25/2019,7.7A0.2,0,NA,0.123,0.035,,,
26,Olympia,11,2Pu,NA,7/25/2019,7.7A0.2,0,NA,0.356,0.053,,,
26,Pacific,15,2Rd,NA,7/25/2019,7.7A0.2,0,NA,0.213,0.062,,,
26,Olympia,16,2Wh,NA,7/25/2019,7.7A0.2,0,NA,0.383,0.064,,,
26,Olympia,20,3Bl,NA,7/25/2019,7.7A0.2,0,NA,0.483,0.083,,,
26,Pacific,17,3Gr,NA,7/25/2019,7.7A0.2,0,NA,0.261,0.079,,,
26,Olympia,17,3Gr,NA,7/25/2019,7.7A0.2,0,NA,0.834,0.173,,,
26,Pacific,18,3Pk,NA,7/25/2019,7.7A0.2,0,NA,0.353,0.105,,,
26,Olympia,18,3Pk,NA,7/25/2019,7.7A0.2,0,NA,0.736,0.156,,,
26,Pacific,19,3Pu,NA,7/25/2019,7.7A0.2,0,NA,0.378,0.124,,,
26,Olympia,19,3Pu,NA,7/25/2019,7.7A0.2,0,NA,0.434,0.098,,,
27,Olympia,6,1Bk,0.44,9/5/2019,7.7C,6,NA,0.352,0.056,,,
27,Pacific,6,1Bk,0.07,9/5/2019,7.7C,6,NA,0.0479,0.0089,,,
27,Olympia,4,1Bl,0.393,9/5/2019,7.7C,6,NA,0.347,0.058,,,
27,Pacific,4,1Bl,0.09,9/5/2019,7.7C,6,NA,NA,NA,,,X
27,Pacific,4,1Bl,0.09,9/5/2019,7.7C,6,NA,NA,NA,,,X
27,Pacific,1,1Gr,0.13,9/5/2019,7.7C,6,NA,0.089,0.022,,,
27,Olympia,1,1Gr,0.121,9/5/2019,7.7C,6,NA,NA,NA,,,X
27,Olympia,5,1Or,0.568,9/5/2019,7.7C,6,NA,0.467,0.085,,,
27,Pacific,5,1Or,0.07,9/5/2019,7.7C,6,NA,0.0581,0.0151,,,
27,Olympia,2,1Pk,0.363,9/5/2019,7.7C,6,NA,0.303,0.037,,,
27,Pacific,2,1Pk,0.09,9/5/2019,7.7C,6,NA,0.0845,0.0105,,,
27,Pacific,3,1Pu,0.12,9/5/2019,7.7C,6,NA,0.0922,0.0181,,,
27,Olympia,3,1Pu,0.208,9/5/2019,7.7C,6,NA,0.179,0.045,,,
27,Pacific,7,1Rd,0.06,9/5/2019,7.7C,6,NA,0.0597,0.0129,,,
27,Olympia,7,1Rd,0.526,9/5/2019,7.7C,6,NA,NA,NA,,,X
27,Olympia,8,1Wh,0.358,9/5/2019,7.7C,6,NA,0.292,0.046,,,
27,Pacific,8,1Wh,0.07,9/5/2019,7.7C,6,NA,0.0551,0.0073,,,
27,Olympia,14,2Bk,0.837,9/5/2019,7.7C,6,NA,0.688,0.115,,,
27,Pacific,14,2Bk,0.28,9/5/2019,7.7C,6,NA,0.2096,0.0259,,,
27,Olympia,12,2Bl,0.661,9/5/2019,7.7C,6,NA,0.565,0.06,,,
27,Pacific,12,2Bl,0.15,9/5/2019,7.7C,6,NA,0.1422,0.0245,,,
27,Olympia,9,2Gr,0.373,9/5/2019,7.7C,6,NA,0.319,0.042,,,
27,Pacific,9,2Gr,0.25,9/5/2019,7.7C,6,NA,0.198,0.033,,,
27,Olympia,13,2Or,0.752,9/5/2019,7.7C,6,NA,0.608,0.096,X,,
27,Pacific,13,2Or,0.25,9/5/2019,7.7C,6,NA,0.2418,0.0429,,,
27,Pacific,10,2Pk,0.22,9/5/2019,7.7C,6,NA,0.139,0.023,,,
27,Olympia,10,2Pk,0.512,9/5/2019,7.7C,6,NA,0.429,0.084,,,
27,Olympia,11,2Pu,0.445,9/5/2019,7.7C,6,NA,0.347,0.061,,,
27,Pacific,11,2Pu,0.13,9/5/2019,7.7C,6,NA,0.12,0.024,,,
27,Olympia,15,2Rd,0.717,9/5/2019,7.7C,6,NA,0.603,0.085,X,,
27,Pacific,15,2Rd,0.23,9/5/2019,7.7C,6,NA,0.164,0.041,X,,
27,Pacific,16,2Wh,0.28,9/5/2019,7.7C,6,NA,0.212,0.056,,,
27,Olympia,16,2Wh,0.526,9/5/2019,7.7C,6,NA,0.431,0.098,,,
27,Olympia,20,3Bl,0.665,9/5/2019,7.7C,6,NA,0.523,0.106,,,
27,Pacific,20,3Bl,0.27,9/5/2019,7.7C,6,NA,0.197,0.059,,,
27,Olympia,17,3Gr,0.775,9/5/2019,7.7C,6,NA,0.661,0.112,,,
27,Pacific,17,3Gr,0.23,9/5/2019,7.7C,6,NA,0.181,0.032,,,
27,Olympia,18,3Pk,0.509,9/5/2019,7.7C,6,NA,0.428,0.087,,,
27,Pacific,18,3Pk,0.19,9/5/2019,7.7C,6,NA,0.17,0.033,,,
27,Olympia,19,3Pu,0.537,9/5/2019,7.7C,6,NA,0.421,0.082,,,
27,Pacific,19,3Pu,0.36,9/5/2019,7.7C,6,NA,0.279,0.069,X,,
28,Olympia,6,1Bk,0.147,8/9/2019,8.0A0.2,2,NA,0.1133,0.0117,,,
28,Pacific,6,1Bk,0.07,8/9/2019,8.0A0.2,2,NA,NA,NA,,,X
28,Olympia,4,1Bl,0.26,8/9/2019,8.0A0.2,2,NA,0.221,0.038,,,
28,Pacific,4,1Bl,0.04,8/9/2019,8.0A0.2,2,NA,0.029,0.003,,,
28,Olympia,1,1Gr,0.147,8/9/2019,8.0A0.2,2,NA,0.1196,0.0146,,,
28,Pacific,1,1Gr,0.06,8/9/2019,8.0A0.2,2,NA,0.066,0.016,,,
28,Pacific,5,1Or,0.05,8/9/2019,8.0A0.2,2,NA,0.049,0.013,,,
28,Olympia,5,1Or,0.249,8/9/2019,8.0A0.2,2,NA,0.22,0.048,,,
28,Pacific,2,1Pk,0.09,8/9/2019,8.0A0.2,2,NA,NA,NA,,,X
28,Olympia,2,1Pk,0.152,8/9/2019,8.0A0.2,2,NA,NA,NA,,,X
28,Olympia,3,1Pu,0.208,8/9/2019,8.0A0.2,2,NA,0.168,0.012,,,
28,Pacific,3,1Pu,0.08,8/9/2019,8.0A0.2,2,NA,0.083,0.025,,,
28,Olympia,7,1Rd,0.194,8/9/2019,8.0A0.2,2,NA,0.168,0.025,,,
28,Pacific,7,1Rd,0.03,8/9/2019,8.0A0.2,2,NA,NA,NA,,,X
28,Olympia,8,1Wh,0.172,8/9/2019,8.0A0.2,2,NA,0.139,0.015,,,
28,Pacific,8,1Wh,0.14,8/9/2019,8.0A0.2,2,NA,0.117,0.029,,,
28,Olympia,14,2Bk,0.48,8/9/2019,8.0A0.2,2,NA,0.396,0.053,X,,
28,Pacific,14,2Bk,0.27,8/9/2019,8.0A0.2,2,NA,0.201,0.041,,,
28,Pacific,12,2Bl,0.14,8/9/2019,8.0A0.2,2,NA,0.133,0.021,,,
28,Olympia,12,2Bl,0.394,8/9/2019,8.0A0.2,2,NA,0.348,0.063,,,
28,Olympia,9,2Gr,0.309,8/9/2019,8.0A0.2,2,NA,0.249,0.041,,,
28,Pacific,9,2Gr,0.08,8/9/2019,8.0A0.2,2,NA,0.1,0.026,,,
28,Olympia,13,2Or,0.361,8/9/2019,8.0A0.2,2,NA,0.313,0.047,,,
28,Pacific,13,2Or,0.12,8/9/2019,8.0A0.2,2,NA,0.125,0.037,,,
28,Olympia,10,2Pk,0.181,8/9/2019,8.0A0.2,2,NA,0.157,0.01,,,
28,Pacific,10,2Pk,0.21,8/9/2019,8.0A0.2,2,NA,NA,NA,,,X
28,Olympia,11,2Pu,0.289,8/9/2019,8.0A0.2,2,NA,0.239,0.034,,,
28,Pacific,11,2Pu,0.1,8/9/2019,8.0A0.2,2,NA,0.075,0.026,,,
28,Olympia,15,2Rd,0.442,8/9/2019,8.0A0.2,2,NA,0.386,0.052,,,
28,Pacific,15,2Rd,0.23,8/9/2019,8.0A0.2,2,NA,0.226,0.049,X,,
28,Olympia,16,2Wh,0.521,8/9/2019,8.0A0.2,2,NA,0.442,0.072,,,
28,Pacific,16,2Wh,0.18,8/9/2019,8.0A0.2,2,NA,0.198,0.031,,,
28,Olympia,20,3Bl,0.439,8/9/2019,8.0A0.2,2,NA,0.373,0.064,,,
28,Pacific,20,3Bl,0.16,8/9/2019,8.0A0.2,2,NA,0.117,0.029,,,
28,Olympia,17,3Gr,0.568,8/9/2019,8.0A0.2,2,NA,0.448,0.088,X,,
28,Pacific,17,3Gr,0.3,8/9/2019,8.0A0.2,2,NA,NA,NA,,,X
28,Olympia,18,3Pk,0.468,8/9/2019,8.0A0.2,2,NA,0.395,0.056,,,
28,Pacific,18,3Pk,0.32,8/9/2019,8.0A0.2,2,NA,0.303,0.086,,,
28,Olympia,19,3Pu,0.664,8/9/2019,8.0A0.2,2,NA,0.599,0.102,,,
28,Pacific,19,3Pu,0.14,8/9/2019,8.0A0.2,2,NA,0.162,0.049,,,
29,Pacific,6,1Bk,0.07,9/6/2019,8.0A0.2,6,NA,0.0621,0.0115,,,
29,Olympia,6,1Bk,0.176,9/6/2019,8.0A0.2,6,NA,NA,NA,,,X
29,Olympia,4,1Bl,0.196,9/6/2019,8.0A0.2,6,NA,0.169,0.023,,,
29,Pacific,4,1Bl,0.08,9/6/2019,8.0A0.2,6,NA,0.0647,0.0093,,,
29,Pacific,1,1Gr,0.1,9/6/2019,8.0A0.2,6,NA,0.082,0.017,,,
29,Olympia,1,1Gr,0.168,9/6/2019,8.0A0.2,6,NA,NA,NA,,,X
29,Olympia,5,1Or,0.276,9/6/2019,8.0A0.2,6,NA,0.222,0.025,,,
29,Pacific,5,1Or,0.11,9/6/2019,8.0A0.2,6,NA,0.066,0.018,,,
29,Olympia,2,1Pk,0.221,9/6/2019,8.0A0.2,6,NA,0.178,0.019,,,
29,Pacific,2,1Pk,0.07,9/6/2019,8.0A0.2,6,NA,0.046,0.013,,,
29,Pacific,3,1Pu,0.06,9/6/2019,8.0A0.2,6,NA,0.038,0.005,,,
29,Olympia,3,1Pu,0.215,9/6/2019,8.0A0.2,6,NA,NA,NA,,,X
29,Olympia,7,1Rd,0.198,9/6/2019,8.0A0.2,6,NA,0.149,0.018,,,
29,Pacific,7,1Rd,0.09,9/6/2019,8.0A0.2,6,NA,0.085,0.019,,,
29,Pacific,8,1Wh,0.05,9/6/2019,8.0A0.2,6,NA,0.04,0.012,,,
29,Olympia,8,1Wh,0.179,9/6/2019,8.0A0.2,6,NA,0.1622,0.0218,,,
29,Olympia,14,2Bk,0.414,9/6/2019,8.0A0.2,6,NA,0.338,0.038,,,
29,Pacific,14,2Bk,0.28,9/6/2019,8.0A0.2,6,NA,0.288,0.067,,,
29,Olympia,12,2Bl,0.452,9/6/2019,8.0A0.2,6,NA,0.419,0.063,,,
29,Pacific,12,2Bl,0.15,9/6/2019,8.0A0.2,6,NA,0.162,0.033,,,
29,Olympia,9,2Gr,0.309,9/6/2019,8.0A0.2,6,NA,0.2553,0.0388,,,
29,Pacific,9,2Gr,0.12,9/6/2019,8.0A0.2,6,NA,0.081,0.021,,,
29,Pacific,13,2Or,0.16,9/6/2019,8.0A0.2,6,NA,0.096,0.017,,,
29,Olympia,13,2Or,0.348,9/6/2019,8.0A0.2,6,NA,NA,NA,,,X
29,Olympia,10,2Pk,0.253,9/6/2019,8.0A0.2,6,NA,0.1923,0.0323,,,
29,Pacific,10,2Pk,0.16,9/6/2019,8.0A0.2,6,NA,0.116,0.024,,,
29,Olympia,11,2Pu,0.333,9/6/2019,8.0A0.2,6,NA,0.273,0.041,                          ,,
29,Pacific,11,2Pu,0.22,9/6/2019,8.0A0.2,6,NA,0.149,0.042,,,
29,Olympia,15,2Rd,0.489,9/6/2019,8.0A0.2,6,NA,0.403,0.044,,,
29,Pacific,15,2Rd,0.28,9/6/2019,8.0A0.2,6,NA,0.3194,0.0634,X,,
