Jar,Individual ID,Species,Week,Treatment,Rep,Dissolution score1,Circles1,Crosses1,Exposed crystals1,Total1
62,1Bl,Olympia,4,7.7A0.5,2,3,0,0,1,1
62,1Bl,Olympia,4,7.7A0.5,2,3,0,0,1,1
62,1Bl,Olympia,4,7.7A0.5,2,3,0,0,1,1
62,1Bl,Olympia,4,7.7A0.5,2,3,0,0,1,1
62,1Bl,Olympia,4,7.7A0.5,2,3,0,0,1,1
62,1Bl,Olympia,4,7.7A0.5,2,2,0,0,1,1
62,1Bl,Olympia,4,7.7A0.5,2,3,0,0,1,1
62,1Bl,Olympia,4,7.7A0.5,2,3,0,0,1,1
62,1Bl,Olympia,4,7.7A0.5,2,3,0,0,1,1
62,1Bl,Olympia,4,7.7A0.5,2,3,0,0,1,1
62,3R,Olympia,4,7.7A0.5,2,2,0,1,1,2
62,3R,Olympia,4,7.7A0.5,2,3,0,0,1,1
62,3R,Olympia,4,7.7A0.5,2,2,0,1,1,2
62,3R,Olympia,4,7.7A0.5,2,2,0,0,1,1
62,3R,Olympia,4,7.7A0.5,2,NA,NA,NA,NA,0
62,3R,Olympia,4,7.7A0.5,2,2,0,1,1,2
62,3R,Olympia,4,7.7A0.5,2,2,1,1,1,3
62,3R,Olympia,4,7.7A0.5,2,NA,NA,NA,NA,0
62,3R,Olympia,4,7.7A0.5,2,2,1,1,1,3
62,3R,Olympia,4,7.7A0.5,2,2,0,0,1,1
62,3R,Olympia,4,7.7A0.5,2,NA,NA,NA,NA,0
62,3R,Olympia,4,7.7A0.5,2,3,0,1,1,2
62,3R,Olympia,4,7.7A0.5,2,NA,NA,NA,NA,0
62,3R,Olympia,4,7.7A0.5,2,2,1,1,1,3
62,3R,Olympia,4,7.7A0.5,2,2,0,0,1,1
62,3R,Olympia,4,7.7A0.5,2,2,0,1,1,2
62,3R,Olympia,4,7.7A0.5,2,3,0,0,1,1
62,3R,Olympia,4,7.7A0.5,2,1,0,0,0,0
62,3R,Olympia,4,7.7A0.5,2,1,1,0,0,1
62,3R,Olympia,4,7.7A0.5,2,3,0,0,1,1
62,3Pu,Olympia,4,7.7A0.5,2,2,1,1,1,3
62,3Pu,Olympia,4,7.7A0.5,2,2,1,0,1,2
62,3Pu,Olympia,4,7.7A0.5,2,3,0,1,1,2
62,3Pu,Olympia,4,7.7A0.5,2,2,0,0,1,1
62,3Pu,Olympia,4,7.7A0.5,2,1,0,0,1,1
62,3Pu,Olympia,4,7.7A0.5,2,3,1,0,1,2
62,3Pu,Olympia,4,7.7A0.5,2,3,0,1,1,2
62,3Pu,Olympia,4,7.7A0.5,2,2,0,1,1,2
62,3Pu,Olympia,4,7.7A0.5,2,2,0,1,1,2
62,3Pu,Olympia,4,7.7A0.5,2,NA,NA,NA,NA,0
62,3Pu,Olympia,4,7.7A0.5,2,3,0,0,1,1
62,3Pu,Olympia,4,7.7A0.5,2,3,0,0,1,1
62,3Pu,Olympia,4,7.7A0.5,2,2,0,1,1,2
62,3Pu,Olympia,4,7.7A0.5,2,3,1,1,1,3
62,3Pu,Olympia,4,7.7A0.5,2,3,0,0,1,1
62,3Pu,Olympia,4,7.7A0.5,2,3,0,0,1,1
62,3Pu,Olympia,4,7.7A0.5,2,3,0,0,1,1
62,3Pu,Olympia,4,7.7A0.5,2,3,0,0,1,1
75,2R,Pacific,4,7.7C,3,3,0,0,1,1
75,2R,Pacific,4,7.7C,3,3,0,0,1,1
75,2R,Pacific,4,7.7C,3,3,0,1,1,2
75,2R,Pacific,4,7.7C,3,3,0,0,1,1
75,2R,Pacific,4,7.7C,3,2,0,0,1,1
75,2R,Pacific,4,7.7C,3,3,1,0,1,2
75,2R,Pacific,4,7.7C,3,3,0,0,1,1
75,2R,Pacific,4,7.7C,3,3,0,0,1,1
75,2R,Pacific,4,7.7C,3,3,0,0,1,1
75,2R,Pacific,4,7.7C,3,3,0,0,1,1
75,2R,Pacific,4,7.7C,3,3,0,1,1,2
75,2R,Pacific,4,7.7C,3,3,0,0,1,1
75,2R,Pacific,4,7.7C,3,3,0,0,1,1
75,2R,Pacific,4,7.7C,3,3,0,0,1,1
75,2R,Pacific,4,7.7C,3,3,1,0,1,2
75,2Bl,Pacific,4,7.7C,3,3,1,0,1,2
75,2Bl,Pacific,4,7.7C,3,3,0,0,1,1
75,2Bl,Pacific,4,7.7C,3,3,1,0,1,2
75,2Bl,Pacific,4,7.7C,3,3,0,0,1,1
75,2Bl,Pacific,4,7.7C,3,3,1,0,1,2
75,2Bl,Pacific,4,7.7C,3,2,0,0,1,1
75,2Bl,Pacific,4,7.7C,3,3,0,0,1,1
75,2Bl,Pacific,4,7.7C,3,3,0,0,1,1
75,2Bl,Pacific,4,7.7C,3,2,0,0,1,1
75,2Bl,Pacific,4,7.7C,3,3,0,0,1,1
75,2Bl,Pacific,4,7.7C,3,3,0,0,1,1
75,2Bl,Pacific,4,7.7C,3,3,0,0,1,1
75,2Bl,Pacific,4,7.7C,3,3,0,0,1,1
75,2Bl,Pacific,4,7.7C,3,3,0,0,1,1
75,2Bl,Pacific,4,7.7C,3,3,0,0,1,1
62,2S,Pacific,4,7.7A0.5,2,3,0,0,1,1
62,2S,Pacific,4,7.7A0.5,2,3,0,0,1,1
62,2S,Pacific,4,7.7A0.5,2,3,0,0,1,1
62,2S,Pacific,4,7.7A0.5,2,3,0,0,1,1
62,2S,Pacific,4,7.7A0.5,2,3,0,1,1,2
62,2S,Pacific,4,7.7A0.5,2,3,0,0,1,1
62,2S,Pacific,4,7.7A0.5,2,3,0,0,1,1
62,2S,Pacific,4,7.7A0.5,2,3,0,0,1,1
62,2S,Pacific,4,7.7A0.5,2,3,0,0,1,1
62,2S,Pacific,4,7.7A0.5,2,3,0,0,1,1
62,2S,Pacific,4,7.7A0.5,2,3,0,0,1,1
62,2S,Pacific,4,7.7A0.5,2,3,0,0,1,1
62,2S,Pacific,4,7.7A0.5,2,3,0,1,1,2
62,2S,Pacific,4,7.7A0.5,2,3,0,0,1,1
62,2S,Pacific,4,7.7A0.5,2,3,0,0,1,1
45,2Pu,Pacific,4,7.7A0.5,4,3,0,1,1,2
45,2Pu,Pacific,4,7.7A0.5,4,1,0,1,1,2
45,2Pu,Pacific,4,7.7A0.5,4,3,0,0,1,1
45,2Pu,Pacific,4,7.7A0.5,4,3,0,0,1,1
45,2Pu,Pacific,4,7.7A0.5,4,3,0,0,1,1
45,2Pu,Pacific,4,7.7A0.5,4,2,1,0,1,2
45,2Pu,Pacific,4,7.7A0.5,4,3,0,0,1,1
45,2Pu,Pacific,4,7.7A0.5,4,3,0,0,1,1
45,2Pu,Pacific,4,7.7A0.5,4,3,0,0,1,1
45,2Pu,Pacific,4,7.7A0.5,4,3,0,0,1,1
45,2Pu,Pacific,4,7.7A0.5,4,3,0,0,1,1
45,2Pu,Pacific,4,7.7A0.5,4,3,0,0,1,1
45,2Pu,Pacific,4,7.7A0.5,4,3,0,0,1,1
45,2Pu,Pacific,4,7.7A0.5,4,3,0,0,1,1
45,2Pu,Pacific,4,7.7A0.5,4,3,0,1,1,2
45,2Pu,Pacific,4,7.7A0.5,4,3,0,0,1,1
45,2Pu,Pacific,4,7.7A0.5,4,3,0,0,1,1
45,2Pu,Pacific,4,7.7A0.5,4,2,0,0,1,1
45,1R,Pacific,4,7.7A0.5,4,3,0,0,1,1
45,1R,Pacific,4,7.7A0.5,4,1,0,0,1,1
45,1R,Pacific,4,7.7A0.5,4,3,0,0,1,1
45,1R,Pacific,4,7.7A0.5,4,3,0,0,1,1
45,1R,Pacific,4,7.7A0.5,4,3,0,0,1,1
45,1R,Pacific,4,7.7A0.5,4,3,0,0,1,1
45,1R,Pacific,4,7.7A0.5,4,2,0,0,1,1
45,1R,Pacific,4,7.7A0.5,4,2,0,0,1,1
45,1R,Pacific,4,7.7A0.5,4,2,0,0,1,1
45,1R,Pacific,4,7.7A0.5,4,3,0,0,1,1
45,1R,Pacific,4,7.7A0.5,4,3,0,1,1,2
45,1R,Pacific,4,7.7A0.5,4,2,0,0,1,1
45,1R,Pacific,4,7.7A0.5,4,3,0,0,1,1
45,1R,Pacific,4,7.7A0.5,4,3,1,0,1,2
45,1Bc,Olympia,4,7.7A0.5,4,3,0,0,1,1
45,1Bc,Olympia,4,7.7A0.5,4,3,0,1,1,2
45,1Bc,Olympia,4,7.7A0.5,4,3,0,0,1,1
45,1Bc,Olympia,4,7.7A0.5,4,3,0,0,1,1
45,1Bc,Olympia,4,7.7A0.5,4,3,0,0,1,1
45,1Bc,Olympia,4,7.7A0.5,4,3,0,0,1,1
45,1Bc,Olympia,4,7.7A0.5,4,3,0,0,1,1
45,1Bc,Olympia,4,7.7A0.5,4,3,0,0,1,1
45,1Bc,Olympia,4,7.7A0.5,4,3,0,1,1,2
45,1Bc,Olympia,4,7.7A0.5,4,3,0,0,1,1
45,1Bc,Olympia,4,7.7A0.5,4,3,0,0,1,1
45,1Bc,Olympia,4,7.7A0.5,4,3,0,0,1,1
45,1Bc,Olympia,4,7.7A0.5,4,3,0,0,1,1
45,1Bc,Olympia,4,7.7A0.5,4,3,0,0,1,1
45,1Bc,Olympia,4,7.7A0.5,4,3,0,0,1,1
45,1Bc,Olympia,4,7.7A0.5,4,3,0,0,1,1
75,1Gr,Pacific,4,7.7C,3,3,0,0,1,1
75,1Gr,Pacific,4,7.7C,3,NA,NA,NA,NA,0
75,1Gr,Pacific,4,7.7C,3,3,0,0,1,1
75,1Gr,Pacific,4,7.7C,3,3,0,0,1,1
75,1Gr,Pacific,4,7.7C,3,3,0,0,1,1
75,1Gr,Pacific,4,7.7C,3,3,0,0,1,1
75,1Gr,Pacific,4,7.7C,3,3,0,0,0,0
75,1Gr,Pacific,4,7.7C,3,3,0,0,1,1
75,1Gr,Pacific,4,7.7C,3,3,0,0,1,1
75,1Gr,Pacific,4,7.7C,3,3,0,0,1,1
75,1Gr,Pacific,4,7.7C,3,2,1,1,1,3
75,1Gr,Pacific,4,7.7C,3,3,0,1,1,2
75,1Gr,Pacific,4,7.7C,3,1,1,1,1,3
75,1Gr,Pacific,4,7.7C,3,3,0,0,1,1
75,3R,Olympia,4,7.7C,3,3,0,1,1,2
75,3R,Olympia,4,7.7C,3,3,0,0,1,1
75,3R,Olympia,4,7.7C,3,2,0,1,1,2
75,3R,Olympia,4,7.7C,3,1,0,1,1,2
75,3R,Olympia,4,7.7C,3,2,0,1,1,2
75,3R,Olympia,4,7.7C,3,1,0,1,1,2
75,3R,Olympia,4,7.7C,3,1,0,1,1,2
75,3R,Olympia,4,7.7C,3,1,0,1,1,2
75,3R,Olympia,4,7.7C,3,3,1,0,1,2
75,3R,Olympia,4,7.7C,3,1,1,1,1,3
75,3R,Olympia,4,7.7C,3,1,0,1,1,2
75,3R,Olympia,4,7.7C,3,1,0,1,1,2
75,3R,Olympia,4,7.7C,3,3,0,0,1,1
75,3R,Olympia,4,7.7C,3,2,0,1,1,2
75,3R,Olympia,4,7.7C,3,3,0,0,1,1
75,3R,Olympia,4,7.7C,3,3,0,0,1,1
75,3R,Olympia,4,7.7C,3,3,0,0,0,0
75,3R,Olympia,4,7.7C,3,3,0,0,1,1
75,2W,Olympia,4,7.7C,3,3,0,0,1,1
75,2W,Olympia,4,7.7C,3,1,0,1,1,2
75,2W,Olympia,4,7.7C,3,2,0,0,1,1
75,2W,Olympia,4,7.7C,3,1,0,1,1,2
75,2W,Olympia,4,7.7C,3,1,0,0,1,1
75,2W,Olympia,4,7.7C,3,1,0,1,1,2
75,2W,Olympia,4,7.7C,3,3,0,1,1,2
75,2W,Olympia,4,7.7C,3,1,1,0,1,2
75,2W,Olympia,4,7.7C,3,3,0,1,1,2
75,2W,Olympia,4,7.7C,3,3,1,1,1,3
75,2W,Olympia,4,7.7C,3,3,0,0,1,1
75,2W,Olympia,4,7.7C,3,3,0,1,1,2
75,2W,Olympia,4,7.7C,3,3,0,1,1,2
75,2W,Olympia,4,7.7C,3,3,1,0,1,2
75,2W,Olympia,4,7.7C,3,3,0,0,1,1
75,2W,Olympia,4,7.7C,3,3,0,0,1,1
75,2W,Olympia,4,7.7C,3,1,0,1,1,2
75,2W,Olympia,4,7.7C,3,2,0,0,1,1
75,1Gr,Olympia,4,7.7C,3,1,0,1,1,2
75,1Gr,Olympia,4,7.7C,3,1,0,1,1,2
75,1Gr,Olympia,4,7.7C,3,1,1,1,1,3
75,1Gr,Olympia,4,7.7C,3,2,0,1,1,2
75,1Gr,Olympia,4,7.7C,3,1,0,0,1,1
75,1Gr,Olympia,4,7.7C,3,3,0,1,1,2
75,1Gr,Olympia,4,7.7C,3,3,1,0,1,2
75,1Gr,Olympia,4,7.7C,3,1,1,0,1,2
75,1Gr,Olympia,4,7.7C,3,1,1,0,1,2
75,1Gr,Olympia,4,7.7C,3,1,1,0,1,2
75,1Gr,Olympia,4,7.7C,3,3,1,0,1,2
75,1Gr,Olympia,4,7.7C,3,3,0,0,1,1
75,1Gr,Olympia,4,7.7C,3,NA,NA,NA,NA,0
75,1Gr,Olympia,4,7.7C,3,3,0,0,1,1
75,1Gr,Olympia,4,7.7C,3,3,0,0,1,1
75,1Gr,Olympia,4,7.7C,3,NA,NA,NA,NA,0
75,1Gr,Olympia,4,7.7C,3,3,0,0,1,1
32,2W,Pacific,4,7.7C,4,2,0,0,0,0
32,2W,Pacific,4,7.7C,4,2,1,0,1,2
32,2W,Pacific,4,7.7C,4,1,1,0,0,1
32,2W,Pacific,4,7.7C,4,1,1,0,0,1
32,2W,Pacific,4,7.7C,4,1,0,0,1,1
32,2W,Pacific,4,7.7C,4,2,1,0,1,2
32,2W,Pacific,4,7.7C,4,1,1,0,1,2
32,2W,Pacific,4,7.7C,4,3,0,1,1,2
32,2W,Pacific,4,7.7C,4,3,0,0,1,1
32,2W,Pacific,4,7.7C,4,1,1,0,1,2
32,2W,Pacific,4,7.7C,4,1,0,0,1,1
32,2W,Pacific,4,7.7C,4,3,0,1,1,2
32,2W,Pacific,4,7.7C,4,3,0,1,1,2
32,2W,Pacific,4,7.7C,4,1,0,0,1,1
32,2W,Pacific,4,7.7C,4,1,0,0,1,1
32,2W,Pacific,4,7.7C,4,2,0,0,1,1
32,2W,Pacific,4,7.7C,4,2,0,0,1,1
32,2W,Pacific,4,7.7C,4,3,0,1,1,2
32,2W,Pacific,4,7.7C,4,2,1,1,1,3
45,1O,Pacific,4,7.7A0.5,4,2,0,0,1,1
45,1O,Pacific,4,7.7A0.5,4,3,0,0,1,1
45,1O,Pacific,4,7.7A0.5,4,3,0,0,1,1
45,1O,Pacific,4,7.7A0.5,4,3,0,0,1,1
45,1O,Pacific,4,7.7A0.5,4,3,0,0,1,1
45,1O,Pacific,4,7.7A0.5,4,1,0,1,1,2
45,1O,Pacific,4,7.7A0.5,4,1,0,0,1,1
45,1O,Pacific,4,7.7A0.5,4,3,0,0,1,1
45,1O,Pacific,4,7.7A0.5,4,3,0,0,1,1
45,1O,Pacific,4,7.7A0.5,4,3,1,0,1,2
45,1O,Pacific,4,7.7A0.5,4,2,0,0,1,1
45,1O,Pacific,4,7.7A0.5,4,3,0,0,1,1
45,1O,Pacific,4,7.7A0.5,4,3,0,0,1,1
45,1O,Pacific,4,7.7A0.5,4,3,1,0,1,2
32,2Gr,Pacific,4,7.7C,4,3,0,0,1,1
32,2Gr,Pacific,4,7.7C,4,3,1,1,1,3
32,2Gr,Pacific,4,7.7C,4,3,0,0,1,1
32,2Gr,Pacific,4,7.7C,4,1,0,0,1,1
32,2Gr,Pacific,4,7.7C,4,3,0,1,1,2
32,2Gr,Pacific,4,7.7C,4,3,0,0,1,1
32,2Gr,Pacific,4,7.7C,4,3,0,1,0,1
32,2Gr,Pacific,4,7.7C,4,3,0,1,1,2
32,2Gr,Pacific,4,7.7C,4,3,0,0,1,1
32,2Gr,Pacific,4,7.7C,4,3,0,0,1,1
32,2Gr,Pacific,4,7.7C,4,3,0,0,1,1
32,2Gr,Pacific,4,7.7C,4,3,1,0,1,2
32,2Gr,Pacific,4,7.7C,4,2,0,0,1,1
32,2Gr,Pacific,4,7.7C,4,3,0,1,1,2
32,2Gr,Pacific,4,7.7C,4,3,0,1,1,2
32,2Gr,Pacific,4,7.7C,4,2,0,1,1,2
32,2Gr,Pacific,4,7.7C,4,2,0,0,1,1
32,1Bc,Pacific,4,7.7C,4,2,1,0,1,2
32,1Bc,Pacific,4,7.7C,4,2,0,0,1,1
32,1Bc,Pacific,4,7.7C,4,2,1,0,1,2
32,1Bc,Pacific,4,7.7C,4,2,0,0,1,1
32,1Bc,Pacific,4,7.7C,4,3,0,0,1,1
32,1Bc,Pacific,4,7.7C,4,2,1,0,1,2
32,1Bc,Pacific,4,7.7C,4,2,0,0,1,1
32,1Bc,Pacific,4,7.7C,4,3,0,0,1,1
32,1Bc,Pacific,4,7.7C,4,3,0,0,1,1
32,1Bc,Pacific,4,7.7C,4,3,0,0,1,1
32,1Bc,Pacific,4,7.7C,4,3,0,0,1,1
32,1Bc,Pacific,4,7.7C,4,3,0,1,1,2
32,1Bc,Pacific,4,7.7C,4,3,0,1,1,2
32,1Bc,Pacific,4,7.7C,4,3,0,1,1,2
32,1Bc,Pacific,4,7.7C,4,3,0,0,1,1
32,1Bc,Pacific,4,7.7C,4,3,0,0,1,1
32,1Bc,Olympia,4,7.7C,4,1,1,0,1,2
32,1Bc,Olympia,4,7.7C,4,3,0,0,1,1
32,1Bc,Olympia,4,7.7C,4,3,0,0,1,1
32,1Bc,Olympia,4,7.7C,4,2,1,0,1,2
32,1Bc,Olympia,4,7.7C,4,2,1,0,1,2
32,1Bc,Olympia,4,7.7C,4,2,1,0,1,2
32,1Bc,Olympia,4,7.7C,4,1,0,0,1,1
32,1Bc,Olympia,4,7.7C,4,1,0,0,1,1
32,1Bc,Olympia,4,7.7C,4,2,0,0,1,1
32,1Bc,Olympia,4,7.7C,4,1,0,0,1,1
32,1Bc,Olympia,4,7.7C,4,3,0,0,1,1
32,1Bc,Olympia,4,7.7C,4,3,0,0,1,1
32,1Bc,Olympia,4,7.7C,4,3,0,0,1,1
32,1Bc,Olympia,4,7.7C,4,3,0,0,1,1
32,1Bc,Olympia,4,7.7C,4,3,0,0,1,1
32,1Bc,Olympia,4,7.7C,4,3,0,0,1,1
32,1O,Olympia,4,7.7C,4,1,1,0,1,2
32,1O,Olympia,4,7.7C,4,2,1,0,0,1
32,1O,Olympia,4,7.7C,4,1,1,0,0,1
32,1O,Olympia,4,7.7C,4,2,1,0,1,2
32,1O,Olympia,4,7.7C,4,2,1,0,1,2
32,1O,Olympia,4,7.7C,4,2,1,0,1,2
32,1O,Olympia,4,7.7C,4,1,0,0,1,1
32,1O,Olympia,4,7.7C,4,3,0,0,1,1
32,1O,Olympia,4,7.7C,4,1,0,0,1,1
32,1O,Olympia,4,7.7C,4,3,0,0,1,1
32,1O,Olympia,4,7.7C,4,2,0,0,1,1
32,1O,Olympia,4,7.7C,4,3,0,0,1,1
32,1O,Olympia,4,7.7C,4,3,0,0,1,1
32,1O,Olympia,4,7.7C,4,3,0,0,1,1
32,1O,Olympia,4,7.7C,4,3,0,0,1,1
32,3Pu,Olympia,4,7.7C,4,3,0,0,1,1
32,3Pu,Olympia,4,7.7C,4,2,0,0,1,1
32,3Pu,Olympia,4,7.7C,4,2,0,0,1,1
32,3Pu,Olympia,4,7.7C,4,2,0,0,1,1
32,3Pu,Olympia,4,7.7C,4,1,0,0,1,1
32,3Pu,Olympia,4,7.7C,4,2,0,1,1,2
32,3Pu,Olympia,4,7.7C,4,3,0,0,1,1
32,3Pu,Olympia,4,7.7C,4,3,0,0,1,1
32,3Pu,Olympia,4,7.7C,4,1,1,0,0,1
32,3Pu,Olympia,4,7.7C,4,3,0,0,1,1
32,3Pu,Olympia,4,7.7C,4,3,0,0,1,1
32,3Pu,Olympia,4,7.7C,4,3,0,0,1,1
32,3Pu,Olympia,4,7.7C,4,2,1,0,1,2
32,3Pu,Olympia,4,7.7C,4,3,0,0,1,1
32,3Pu,Olympia,4,7.7C,4,3,0,0,1,1
32,3Pu,Olympia,4,7.7C,4,3,0,0,1,1
32,3Pu,Olympia,4,7.7C,4,2,0,0,1,1
46,2Bl,Pacific,4,8.0C,3,2,0,0,0,0
46,2Bl,Pacific,4,8.0C,3,1,0,0,0,0
46,2Bl,Pacific,4,8.0C,3,1,0,0,0,0
46,2Bl,Pacific,4,8.0C,3,2,1,0,0,1
46,2Bl,Pacific,4,8.0C,3,1,0,0,0,0
46,2Bl,Pacific,4,8.0C,3,2,1,0,0,1
46,2Bl,Pacific,4,8.0C,3,2,0,0,0,0
46,2Bl,Pacific,4,8.0C,3,1,0,0,0,0
46,2Bl,Pacific,4,8.0C,3,1,0,0,0,0
46,2Bl,Pacific,4,8.0C,3,1,0,0,0,0
46,2Bl,Pacific,4,8.0C,3,2,1,0,0,1
46,2Bl,Pacific,4,8.0C,3,2,0,0,0,0
46,2Bl,Pacific,4,8.0C,3,2,0,0,0,0
46,2Bl,Pacific,4,8.0C,3,2,0,0,1,1
46,2Bl,Pacific,4,8.0C,3,3,1,0,1,2
46,2Bl,Pacific,4,8.0C,3,3,0,0,1,1
46,2Pu,Pacific,4,8.0C,3,3,0,0,1,1
46,2Pu,Pacific,4,8.0C,3,2,0,0,1,1
46,2Pu,Pacific,4,8.0C,3,3,0,0,1,1
46,2Pu,Pacific,4,8.0C,3,3,0,0,1,1
46,2Pu,Pacific,4,8.0C,3,2,0,0,1,1
46,2Pu,Pacific,4,8.0C,3,2,0,0,1,1
46,2Pu,Pacific,4,8.0C,3,2,1,0,1,2
46,2Pu,Pacific,4,8.0C,3,2,1,0,1,2
46,2Pu,Pacific,4,8.0C,3,3,0,0,1,1
46,2Pu,Pacific,4,8.0C,3,3,0,0,1,1
46,2Pu,Pacific,4,8.0C,3,2,0,0,1,1
46,2Pu,Pacific,4,8.0C,3,3,1,0,1,2
46,2Pu,Pacific,4,8.0C,3,3,0,0,1,1
46,2Pu,Pacific,4,8.0C,3,2,0,0,1,1
46,2Pu,Pacific,4,8.0C,3,3,0,0,1,1
46,2Pu,Pacific,4,8.0C,3,2,0,0,1,1
46,3Pu,Pacific,4,8.0C,3,3,0,0,1,1
46,3Pu,Pacific,4,8.0C,3,2,0,0,1,1
46,3Pu,Pacific,4,8.0C,3,2,1,0,1,2
46,3Pu,Pacific,4,8.0C,3,1,0,0,1,1
46,3Pu,Pacific,4,8.0C,3,1,0,0,1,1
46,3Pu,Pacific,4,8.0C,3,2,0,0,1,1
46,3Pu,Pacific,4,8.0C,3,2,1,0,1,2
46,3Pu,Pacific,4,8.0C,3,1,0,0,0,0
46,3Pu,Pacific,4,8.0C,3,NA,NA,NA,NA,0
46,3Pu,Pacific,4,8.0C,3,2,0,0,1,1
46,3Pu,Pacific,4,8.0C,3,3,0,0,1,1
46,3Pu,Pacific,4,8.0C,3,3,0,0,1,1
46,3Pu,Pacific,4,8.0C,3,3,0,0,1,1
46,3Pu,Pacific,4,8.0C,3,3,0,0,1,1
46,3Pu,Pacific,4,8.0C,3,2,0,0,1,1
46,3Pu,Pacific,4,8.0C,3,3,0,0,1,1
46,3Pu,Pacific,4,8.0C,3,2,1,0,1,2
31,2Pu,Pacific,4,8.0C,4,3,0,0,1,1
31,2Pu,Pacific,4,8.0C,4,2,0,0,1,1
31,2Pu,Pacific,4,8.0C,4,3,0,0,1,1
31,2Pu,Pacific,4,8.0C,4,3,0,0,1,1
31,2Pu,Pacific,4,8.0C,4,3,0,0,1,1
31,2Pu,Pacific,4,8.0C,4,3,0,1,1,2
31,2Pu,Pacific,4,8.0C,4,3,0,0,1,1
31,2Pu,Pacific,4,8.0C,4,3,1,0,1,2
31,2Pu,Pacific,4,8.0C,4,3,0,0,1,1
31,2Pu,Pacific,4,8.0C,4,2,0,0,1,1
31,2Pu,Pacific,4,8.0C,4,1,1,0,0,1
31,2Pu,Pacific,4,8.0C,4,1,1,0,0,1
31,2Pu,Pacific,4,8.0C,4,3,0,0,1,1
31,2Pu,Pacific,4,8.0C,4,3,0,0,1,1
31,2Pu,Pacific,4,8.0C,4,3,0,0,1,1
31,2Pu,Pacific,4,8.0C,4,3,0,0,1,1
31,2Pu,Pacific,4,8.0C,4,3,0,0,1,1
31,2Pu,Pacific,4,8.0C,4,3,0,0,1,1
31,2Pi,Pacific,4,8.0C,4,1,0,0,0,0
31,2Pi,Pacific,4,8.0C,4,2,0,0,1,1
31,2Pi,Pacific,4,8.0C,4,2,0,0,1,1
31,2Pi,Pacific,4,8.0C,4,1,0,0,0,0
31,2Pi,Pacific,4,8.0C,4,1,0,0,0,0
31,2Pi,Pacific,4,8.0C,4,1,0,0,0,0
31,2Pi,Pacific,4,8.0C,4,2,1,0,0,1
31,2Pi,Pacific,4,8.0C,4,3,0,0,1,1
31,2Pi,Pacific,4,8.0C,4,3,0,0,1,1
31,2Pi,Pacific,4,8.0C,4,1,0,0,0,0
31,2Pi,Pacific,4,8.0C,4,1,1,0,1,2
31,2Pi,Pacific,4,8.0C,4,1,1,0,0,1
31,2Pi,Pacific,4,8.0C,4,3,0,1,1,2
31,2Pi,Pacific,4,8.0C,4,2,0,0,1,1
31,2Pi,Pacific,4,8.0C,4,2,1,0,1,2
31,2Pi,Pacific,4,8.0C,4,3,0,0,1,1
31,2Pi,Pacific,4,8.0C,4,3,0,0,1,1
31,3Bl,Pacific,4,8.0C,4,1,0,0,1,1
31,3Bl,Pacific,4,8.0C,4,1,0,0,1,1
31,3Bl,Pacific,4,8.0C,4,1,0,0,1,1
31,3Bl,Pacific,4,8.0C,4,1,0,1,1,2
31,3Bl,Pacific,4,8.0C,4,3,0,0,1,1
31,3Bl,Pacific,4,8.0C,4,3,0,0,1,1
31,3Bl,Pacific,4,8.0C,4,3,0,0,1,1
31,3Bl,Pacific,4,8.0C,4,2,0,0,1,1
31,3Bl,Pacific,4,8.0C,4,3,0,0,1,1
31,3Bl,Pacific,4,8.0C,4,3,0,0,1,1
31,3Bl,Pacific,4,8.0C,4,3,0,0,1,1
31,3Bl,Pacific,4,8.0C,4,3,0,0,1,1
31,3Bl,Pacific,4,8.0C,4,1,0,0,1,1
31,3Bl,Pacific,4,8.0C,4,3,0,1,1,2
31,3Bl,Pacific,4,8.0C,4,3,0,0,1,1
31,3Bl,Pacific,4,8.0C,4,3,0,1,1,2
31,3Bl,Pacific,4,8.0C,4,3,0,0,1,1
46,2Pu,Olympia,4,8.0C,3,1,0,1,1,2
46,2Pu,Olympia,4,8.0C,3,2,0,0,1,1
46,2Pu,Olympia,4,8.0C,3,2,1,1,1,3
46,2Pu,Olympia,4,8.0C,3,2,0,1,1,2
46,2Pu,Olympia,4,8.0C,3,2,0,0,1,1
46,2Pu,Olympia,4,8.0C,3,1,1,0,0,1
46,2Pu,Olympia,4,8.0C,3,2,1,0,1,2
46,2Pu,Olympia,4,8.0C,3,3,0,0,0,0
46,2Pu,Olympia,4,8.0C,3,1,1,0,1,2
46,2Pu,Olympia,4,8.0C,3,1,1,0,1,2
46,2Pu,Olympia,4,8.0C,3,1,1,0, ,1
46,2Pu,Olympia,4,8.0C,3,2,1,0,1,2
46,2Pu,Olympia,4,8.0C,3,2,1,0,1,2
46,2Pu,Olympia,4,8.0C,3,3,1,1,1,3
46,2Pu,Olympia,4,8.0C,3,3,0,1,1,2
46,2Pu,Olympia,4,8.0C,3,3,1,0,1,2
46,2Pu,Olympia,4,8.0C,3,3,0,1,1,2
46,2R,Olympia,4,8.0C,3,1,0,0,0,0
46,2R,Olympia,4,8.0C,3,2,1,1,1,3
46,2R,Olympia,4,8.0C,3,2,0,1,1,2
46,2R,Olympia,4,8.0C,3,2,0,1,1,2
46,2R,Olympia,4,8.0C,3,2,1,0,1,2
46,2R,Olympia,4,8.0C,3,2,1,0,1,2
