image_id,individual_id,initial/final,jar,length_cm,length_pixels,pixels_per_cm,replicate,species,treatment,week,width_cm,width_pixels
2019_08_08_0097,1Wh,final,24,1.16,97.29,84.02,,Olympia,7.7A0.5,2,0.92,77.1
2019_08_08_0097,2Pk,final,24,1.55,130.27,84.02,,Olympia,7.7A0.5,2,1.45,121.75
2019_08_08_0097,1Or,final,24,1.17,98.33,84.02,,Olympia,7.7A0.5,2,0.84,70.35
2019_08_08_0097,1Bl,final,24,1.12,94.4,84.02,,Olympia,7.7A0.5,2,0.88,73.82
2019_08_08_0097,3Pu,final,24,1.88,158.03,84.02,,Olympia,7.7A0.5,2,1.61,135
2019_08_08_0097,2Gr,final,24,1.52,127.39,84.02,,Olympia,7.7A0.5,2,1.12,94.02
2019_08_08_0097,2Rd,final,24,1.46,122.63,84.02,,Olympia,7.7A0.5,2,1.02,85.91
2019_08_08_0097,2Pu,final,24,1.4,117.34,84.02,,Olympia,7.7A0.5,2,1,84.12
2019_08_08_0097,2Or,final,24,1.52,128.02,84.02,,Olympia,7.7A0.5,2,1.12,94.37
2019_08_08_0097,1Bk,final,24,1.2,101.08,84.02,,Olympia,7.7A0.5,2,0.9,76.03
2019_08_08_0097,2Bk,final,24,1.21,101.53,84.02,,Olympia,7.7A0.5,2,1.01,85.13
2019_08_08_0098,2Or,final,39,1.26,106.25,84.24242424,,Pacific,7.7A0.5,2,0.97,81.4
2019_08_08_0098,2Bl,final,39,1.26,105.99,84.24242424,,Pacific,7.7A0.5,2,1.11,93.56
2019_08_08_0098,1Bl,final,39,1.03,87.02,84.24242424,,Pacific,7.7A0.5,2,0.83,70.06
2019_08_08_0098,1Wh,final,39,1.13,95.52,84.24242424,,Pacific,7.7A0.5,2,0.86,72.37
2019_08_08_0098,1Rd,final,39,1.53,129,84.24242424,,Pacific,7.7A0.5,2,1.02,85.96
2019_08_08_0098,1Bk,final,39,1.21,101.55,84.24242424,,Pacific,7.7A0.5,2,0.85,72.01
2019_08_08_0098,3Pk,final,39,1.48,124.85,84.24242424,,Pacific,7.7A0.5,2,1.16,98.08
2019_08_08_0098,1Pu,final,39,1.11,93.74,84.24242424,,Pacific,7.7A0.5,2,1.04,87.32
2019_08_08_0098,2Pu,final,39,1.14,96.21,84.24242424,,Pacific,7.7A0.5,2,1,83.87
2019_08_08_0098,2Bk,final,39,1.44,121.6,84.24242424,,Pacific,7.7A0.5,2,0.9,75.66
2019_08_08_0098,3Bl,final,39,1.42,119.62,84.24242424,,Pacific,7.7A0.5,2,1.03,86.65
2019_08_08_0098,2Gr,final,39,0.97,82.08,84.24242424,,Pacific,7.7A0.5,2,0.68,57.25
2019_08_08_0098,2Wh,final,39,1.27,107.08,84.24242424,,Pacific,7.7A0.5,2,0.92,77.1
2019_08_08_0098,2Rd,final,39,1.29,109.04,84.24242424,,Pacific,7.7A0.5,2,1.2,100.96
2019_08_08_0098,1Or,final,39,0.82,69.46,84.24242424,,Pacific,7.7A0.5,2,0.67,56.08
2019_08_08_0098,1Gr,final,39,0.87,73.24,84.24242424,,Pacific,7.7A0.5,2,0.62,52.48
2019_08_08_0098,1Pk,final,39,1.07,90.27,84.24242424,,Pacific,7.7A0.5,2,0.67,56.14
2019_08_08_0099,1Gr,final,39,1.57,130.05,83.05,,Olympia,7.7A0.5,2,1.31,108.42
2019_08_08_0099,1Gr,final,39,1.37,113.52,83.05,,Olympia,7.7A0.5,2,1.01,84.28
2019_08_08_0099,1Or,final,39,1.11,91.98,83.05,,Olympia,7.7A0.5,2,0.91,75.19
2019_08_08_0099,2Bl,final,39,1.37,113.51,83.05,,Olympia,7.7A0.5,2,1.02,84.34
2019_08_08_0099,2Or,final,39,1.47,122.44,83.05,,Olympia,7.7A0.5,2,1.12,93.43
2019_08_08_0099,3Gr,final,39,2.36,196.19,83.05,,Olympia,7.7A0.5,2,1.59,132.22
2019_08_08_0099,1Rd,final,39,1.13,94.02,83.05,,Olympia,7.7A0.5,2,0.9,75
2019_08_08_0099,1Bl,final,39,1.12,93.38,83.05,,Olympia,7.7A0.5,2,0.97,80.23
2019_08_08_0099,1Bk,final,39,1.28,105.92,83.05,,Olympia,7.7A0.5,2,0.84,69.92
2019_08_08_0099,2Wh,final,39,1.54,127.66,83.05,,Olympia,7.7A0.5,2,1.11,92.07
2019_08_08_0099,1Pk,final,39,1.14,94.37,83.05,,Olympia,7.7A0.5,2,0.93,76.92
2019_08_08_0099,1Wh,final,39,1.36,112.61,83.05,,Olympia,7.7A0.5,2,1.04,86.45
2019_08_08_0099,2Bk,final,39,1.54,127.91,83.05,,Olympia,7.7A0.5,2,1.18,98.23
2019_08_08_0099,2Rd,final,39,1.64,136.53,83.05,,Olympia,7.7A0.5,2,1.31,108.91
2019_08_08_0099,1Pu,final,39,1.36,113.27,83.05,,Olympia,7.7A0.5,2,1.12,93.17
2019_08_08_0099,3Bl,final,39,1.83,151.73,83.05,,Olympia,7.7A0.5,2,1.31,108.41
2019_08_08_0099,2Pu,final,39,1.44,119.75,83.05,,Olympia,7.7A0.5,2,1.06,87.68
2019_08_08_0099,2Pk,final,39,1.41,116.78,83.05,,Olympia,7.7A0.5,2,0.98,81.69
2019_08_08_0100,1Si,final,71,0.94,78.77,84.24242424,,Pacific,7.7A0.5,2,0.63,53.16
2019_08_08_0100,2Bl,final,71,1.08,91.3,84.24242424,,Pacific,7.7A0.5,2,0.92,77.39
2019_08_08_0100,3Pu,final,71,1.27,106.79,84.24242424,,Pacific,7.7A0.5,2,0.99,83.1
2019_08_08_0100,1Gr,final,71,1.15,96.61,84.24242424,,Pacific,7.7A0.5,2,0.94,78.92
2019_08_08_0100,3Si,final,71,1.22,103.08,84.24242424,,Pacific,7.7A0.5,2,0.89,75.24
2019_08_08_0100,3Gr,final,71,1.08,90.61,84.24242424,,Pacific,7.7A0.5,2,0.83,70.34
2019_08_08_0100,2Rd,final,71,1.16,97.53,84.24242424,,Pacific,7.7A0.5,2,0.85,71.87
2019_08_08_0100,1Or,final,71,0.92,77.47,84.24242424,,Pacific,7.7A0.5,2,0.74,62.29
2019_08_08_0100,2Bl,final,71,0.88,73.93,84.24242424,,Pacific,7.7A0.5,2,0.7,58.87
2019_08_08_0100,1Rd,final,71,0.94,79.31,84.24242424,,Pacific,7.7A0.5,2,0.57,48.08
2019_08_08_0100,2Si,final,71,1.08,91.02,84.24242424,,Pacific,7.7A0.5,2,0.94,79.51
2019_08_08_0100,2Pu,final,71,1,83.86,84.24242424,,Pacific,7.7A0.5,2,0.73,61.85
2019_08_08_0100,3Or,final,71,1.09,91.97,84.24242424,,Pacific,7.7A0.5,2,0.8,67.36
2019_08_08_0100,1Wh,final,71,1.04,87.97,84.24242424,,Pacific,7.7A0.5,2,0.78,65.92
2019_08_08_0100,2Or,final,71,0.8,67.19,84.24242424,,Pacific,7.7A0.5,2,0.63,53.04
2019_08_08_0100,1Pu,final,71,0.96,80.81,84.24242424,,Pacific,7.7A0.5,2,0.69,57.87
2019_08_08_0100,1Wh,final,71,1.01,84.81,84.24242424,,Pacific,7.7A0.5,2,0.84,70.43
2019_08_08_0101,3Wh,final,71,2.3,193.09,84.02,,Olympia,7.7A0.5,2,1.82,152.84
2019_08_08_0101,3Or,final,71,2.26,190.19,84.02,,Olympia,7.7A0.5,2,1.68,141.16
2019_08_08_0101,2Si,final,71,1.78,149.6,84.02,,Olympia,7.7A0.5,2,1.14,96.17
2019_08_08_0101,2Pu,final,71,1.18,99.4,84.02,,Olympia,7.7A0.5,2,0.98,82.73
2019_08_08_0101,2Wh,final,71,1.34,112.7,84.02,,Olympia,7.7A0.5,2,1.1,92.63
2019_08_08_0101,1Gr,final,71,1.06,89.38,84.02,,Olympia,7.7A0.5,2,0.97,81.4
2019_08_08_0101,3Pu,final,71,1.38,115.75,84.02,,Olympia,7.7A0.5,2,1,84.4
2019_08_08_0101,1Wh,final,71,1.19,99.86,84.02,,Olympia,7.7A0.5,2,0.84,70.83
2019_08_08_0101,1Bl,final,71,1.1,92.18,84.02,,Olympia,7.7A0.5,2,0.84,70.83
2019_08_08_0101,1Or,final,71,1.25,105.44,84.02,,Olympia,7.7A0.5,2,1.11,93.01
2019_08_08_0101,3Bl,final,71,2.03,170.5,84.02,,Olympia,7.7A0.5,2,1.41,118.23
2019_08_08_0101,2Bl,final,71,1.26,106.17,84.02,,Olympia,7.7A0.5,2,1.04,87.37
2019_08_08_0101,2Gr,final,71,1.67,140.01,84.02,,Olympia,7.7A0.5,2,1.28,107.84
2019_08_08_0101,3Gr,final,71,1.34,112.24,84.02,,Olympia,7.7A0.5,2,1.05,88.12
2019_08_08_0101,1Pu,final,71,1.17,98.18,84.02,,Olympia,7.7A0.5,2,0.97,81.49
2019_08_08_0101,1Rd,final,71,1.61,135,84.02,,Olympia,7.7A0.5,2,1.2,101.08
2019_08_08_0101,2Rd,final,71,1.19,116.46,84.02,,Olympia,7.7A0.5,2,1.12,93.96
2019_08_08_0102,1Rd,final,17,0.73,59.84,81.81818182,,Pacific,7.7A0.2,2,0.71,58.25
2019_08_08_0102,1Pk,final,17,1.01,82.28,81.81818182,,Pacific,7.7A0.2,2,0.63,51.42
2019_08_08_0102,3Pk,final,17,1.31,107.06,81.81818182,,Pacific,7.7A0.2,2,1.12,91.55
2019_08_08_0102,2Rd,final,17,1.03,83.95,81.81818182,,Pacific,7.7A0.2,2,0.9,73.98
2019_08_08_0102,1Or,final,17,0.75,61.03,81.81818182,,Pacific,7.7A0.2,2,0.61,49.65
2019_08_08_0102,2Pk,final,17,1.32,108.16,81.81818182,,Pacific,7.7A0.2,2,0.99,81.34
2019_08_08_0102,2Gr,final,17,1.21,98.67,81.81818182,,Pacific,7.7A0.2,2,0.99,81.34
2019_08_08_0102,2Pu,final,17,1.24,101.67,81.81818182,,Pacific,7.7A0.2,2,1.22,99.86
2019_08_08_0102,2Wh,final,17,1.32,108.26,81.81818182,,Pacific,7.7A0.2,2,0.84,69.12
2019_08_08_0102,1Bk,final,17,0.74,60.54,81.81818182,,Pacific,7.7A0.2,2,0.57,46.82
2019_08_08_0102,2Or,final,17,1.24,101.41,81.81818182,,Pacific,7.7A0.2,2,0.98,79.91
2019_08_08_0102,1Bl,final,17,1.17,95.52,81.81818182,,Pacific,7.7A0.2,2,0.96,78.23
2019_08_08_0102,1Gr,final,17,1.12,91.42,81.81818182,,Pacific,7.7A0.2,2,0.83,68.01
2019_08_08_0102,2Bk,final,17,1.18,96.65,81.81818182,,Pacific,7.7A0.2,2,0.96,78.23
2019_08_08_0102,2Bl,final,17,1.45,118.7,81.81818182,,Pacific,7.7A0.2,2,1.01,82.3
2019_08_08_0102,3Gr,final,17,1.5,122.8,81.81818182,,Pacific,7.7A0.2,2,1.07,87.21
2019_08_08_0103,3Pk,final,43,1.18,97.02,82.42424242,,Pacific,7.7C,2,1.11,91.27
2019_08_08_0104,2Bk,final,24,1.5,125.16,83.63636364,,Pacific,7.7A0.5,2,1.45,121.02
2019_08_08_0104,3Pu,final,24,1.74,145.25,83.63636364,,Pacific,7.7A0.5,2,1.2,99.96
2019_08_08_0105,3Bl,final,61,1.47,147.19,100,,Olympia,7.7A0.5,2,0.99,99.01
2019_08_08_0105,2Pu,final,61,1.32,131.75,100,,Olympia,7.7A0.5,2,1.11,111.22
2019_08_08_0107,3Or,final,61,1.97,163.37,83.03030303,1,Pacific,7.7A0.5,2,1.12,92.96
2019_08_08_0107,3Rd,final,61,1.76,146.24,83.03030303,1,Pacific,7.7A0.5,2,1.13,93.94
2019_08_08_0108,2Bk,final,17,2.4,202.07,84.05,,Olympia,7.7A0.2,2,1.99,166.97
2019_08_08_0108,1Gr,final,17,1.23,103.08,84.05,,Olympia,7.7A0.2,2,1.13,95
2019_08_08_0108,1Pk,final,17,1.37,114.83,84.05,,Olympia,7.7A0.2,2,1.24,103.94
2019_08_08_0108,3Gr,final,17,2.08,175.17,84.05,,Olympia,7.7A0.2,2,1.57,132.2
2019_08_08_0108,1Wh,final,17,1.6,134.63,84.05,,Olympia,7.7A0.2,2,1.15,96.65
2019_08_08_0108,2Pu,final,17,1.74,146.41,84.05,,Olympia,7.7A0.2,2,1.43,120.03
2019_08_08_0108,2Wh,final,17,1.72,144.31,84.05,,Olympia,7.7A0.2,2,1.32,111.07
2019_08_08_0108,3Pk,final,17,1.94,163,84.05,,Olympia,7.7A0.2,2,1.3,109.02
2019_08_08_0108,1Pu,final,17,1.44,121.25,84.05,,Olympia,7.7A0.2,2,1.14,95.72
2019_08_08_0108,2Gr,final,17,1.56,131.19,84.05,,Olympia,7.7A0.2,2,1.37,115.04
2019_08_08_0108,3Pu,final,17,2.27,190.69,84.05,,Olympia,7.7A0.2,2,1.29,108.37
2019_08_08_0108,1Bk,final,17,1.48,123.98,84.05,,Olympia,7.7A0.2,2,1.11,93.06
2019_08_08_0108,2Or,final,17,2.07,173.64,84.05,,Olympia,7.7A0.2,2,1.75,147.19
2019_08_08_0108,1Rd,final,17,1.51,127.09,84.05,,Olympia,7.7A0.2,2,1.23,103.16
2019_08_08_0108,1Or,final,17,1.42,119.63,84.05,,Olympia,7.7A0.2,2,1.02,85.7
2019_08_08_0108,2Rd,final,17,1.56,131.21,84.05,,Olympia,7.7A0.2,2,1.36,114.14
2019_08_08_0108,1Bl,final,17,1.22,102.53,84.05,,Olympia,7.7A0.2,2,0.97,81.74
2019_08_08_0108,1Pk,final,17,1.58,132.82,84.05,,Olympia,7.7A0.2,2,1.35,113.3
2019_08_08_0109,1Gr,final,52,1.09,92.79,84.84848485,,Pacific,7.7A0.2,2,0.9,76.18
2019_08_08_0109,3Gr,final,52,1.83,154.85,84.84848485,,Pacific,7.7A0.2,2,1.43,121.31
2019_08_08_0109,3Pu,final,52,1.47,124.53,84.84848485,,Pacific,7.7A0.2,2,0.95,80.96
2019_08_08_0109,2Pu,final,52,1.03,87.37,84.84848485,,Pacific,7.7A0.2,2,0.76,64.78
2019_08_08_0109,2Bl,final,52,1.36,114.98,84.84848485,,Pacific,7.7A0.2,2,0.99,84.15
2019_08_08_0109,1Bl,final,52,0.78,66.6,84.84848485,,Pacific,7.7A0.2,2,0.51,43.42
2019_08_08_0109,1Rd,final,52,1.08,91.35,84.84848485,,Pacific,7.7A0.2,2,0.73,62.07
2019_08_08_0109,2Gr,final,52,1.39,117.69,84.84848485,,Pacific,7.7A0.2,2,1.08,91.76
2019_08_08_0109,1Or,final,52,0.88,74.41,84.84848485,,Pacific,7.7A0.2,2,0.8,68.12
2019_08_08_0109,2Rd,final,52,1.71,144.68,84.84848485,,Pacific,7.7A0.2,2,1.29,109.2
2019_08_08_0109,2Rd,final,52,1.26,106.92,84.84848485,,Pacific,7.7A0.2,2,0.87,73.55
2019_08_08_0109,3Bl,final,52,1.6,135.95,84.84848485,,Pacific,7.7A0.2,2,1.38,117.29
2019_08_08_0109,1Wh,final,52,1.58,133.81,84.84848485,,Pacific,7.7A0.2,2,0.88,74.33
2019_08_08_0109,2Or,final,52,1.06,90.25,84.84848485,,Pacific,7.7A0.2,2,0.81,69.08
2019_08_08_0110,1Gr,final,52,1.25,104.92,84.05,,Olympia,7.7A0.2,2,0.93,78.29
2019_08_08_0110,2Gr,final,52,1.85,155.54,84.05,,Olympia,7.7A0.2,2,1.13,95.34
2019_08_08_0110,2Pk,final,52,1.39,116.52,84.05,,Olympia,7.7A0.2,2,1.07,89.63
2019_08_08_0110,3Pu,final,52,1.61,135.36,84.05,,Olympia,7.7A0.2,2,1.17,98.43
2019_08_08_0110,1Pu,final,52,1.65,139.01,84.05,,Olympia,7.7A0.2,2,1.27,106.89
2019_08_08_0110,1Si,final,52,2,168.05,84.05,,Olympia,7.7A0.2,2,1.3,109.17
2019_08_08_0110,2Rd,final,52,1.26,105.8,84.05,,Olympia,7.7A0.2,2,1.21,101.51
2019_08_08_0110,1Rd,final,52,1.32,111.22,84.05,,Olympia,7.7A0.2,2,0.97,81.4
2019_08_08_0110,1Or,final,52,1.38,116.3,84.05,,Olympia,7.7A0.2,2,1.09,91.24
2019_08_08_0110,1Bl,final,52,1.52,127.77,84.05,,Olympia,7.7A0.2,2,0.97,81.79
2019_08_08_0110,1Pu,final,52,1.26,105.91,84.05,,Olympia,7.7A0.2,2,1,83.86
2019_08_08_0110,1Pk,final,52,1.55,130.17,84.05,,Olympia,7.7A0.2,2,1.32,110.92
2019_08_08_0110,2Bl,final,52,1.35,113.85,84.05,,Olympia,7.7A0.2,2,1.23,103.45
2019_08_08_0110,1Pk,final,52,1.28,107.91,84.05,,Olympia,7.7A0.2,2,1.03,86.27
2019_08_08_0110,2Wh,final,52,1.48,124.62,84.05,,Olympia,7.7A0.2,2,1.15,96.8
2019_08_08_0110,3Bl,final,52,1.49,125,84.05,,Olympia,7.7A0.2,2,1.02,85.43
2019_08_08_0110,2Or,final,52,1.37,114.83,84.05,,Olympia,7.7A0.2,2,1.06,89.2
2019_08_08_0110,1Wh,final,52,1.18,99.25,84.05,,Olympia,7.7A0.2,2,0.87,73.5
2019_08_08_0111,2Gr,final,55,1.1,92.31,83.63636364,,Pacific,7.7A0.2,2,0.9,74.95
2019_08_08_0111,1Gr,final,55,0.96,80.36,83.63636364,,Pacific,7.7A0.2,2,0.74,61.61
2019_08_08_0111,3Bl,final,55,1.38,115.43,83.63636364,,Pacific,7.7A0.2,2,1,83.76
2019_08_08_0111,1Or,final,55,1.03,86.33,83.63636364,,Pacific,7.7A0.2,2,0.71,59.54
2019_08_08_0111,1Rd,final,55,1.19,99.57,83.63636364,,Pacific,7.7A0.2,2,0.87,72.8
2019_08_08_0111,1Gr,final,55,1.58,132.42,83.63636364,,Pacific,7.7A0.2,2,1.52,127.53
2019_08_08_0111,1Wh,final,55,1.52,127.14,83.63636364,,Pacific,7.7A0.2,2,1.05,88.06
2019_08_08_0112,1Bk,final,55,1.06,106.78,100.6060606,,Olympia,7.7A0.2,2,0.95,95.27
2019_08_08_0112,2Pu,final,55,1.22,122.43,100.6060606,,Olympia,7.7A0.2,2,0.95,95.88
2019_08_08_0112,1Pu,final,55,0.8,80.81,100.6060606,,Olympia,7.7A0.2,2,0.6,60.83
2019_08_08_0112,2Bl,final,55,1.33,134.09,100.6060606,,Olympia,7.7A0.2,2,1.21,122.2
2019_08_08_0112,1Rd,final,55,0.99,99.3,100.6060606,,Olympia,7.7A0.2,2,0.82,82.04
2019_08_08_0112,3Pu,final,55,1.32,132.56,100.6060606,,Olympia,7.7A0.2,2,0.95,96.05
2019_08_08_0112,1Pk,final,55,0.92,92.44,100.6060606,,Olympia,7.7A0.2,2,0.78,78.49
2019_08_08_0112,2Rd,final,55,1.09,110.11,100.6060606,,Olympia,7.7A0.2,2,0.83,83.6
2019_08_08_0112,2Wh,final,55,1.81,181.8,100.6060606,,Olympia,7.7A0.2,2,1.26,126.75
2019_08_08_0112,2Bk,final,55,1.46,146.66,100.6060606,,Olympia,7.7A0.2,2,1.13,113.85
2019_08_08_0112,3Gr,final,55,1,100.18,100.6060606,,Olympia,7.7A0.2,2,0.79,79.26
2019_08_08_0112,1Gr,final,55,0.96,96.18,100.6060606,,Olympia,7.7A0.2,2,0.77,77.88
2019_08_08_0112,2Pk,final,55,0.99,99.92,100.6060606,,Olympia,7.7A0.2,2,0.86,86.68
2019_08_08_0112,1Or,final,55,1.18,118.95,100.6060606,,Olympia,7.7A0.2,2,1.06,106.47
2019_08_08_0112,1Bl,final,55,0.99,99.92,100.6060606,,Olympia,7.7A0.2,2,0.73,73.16
2019_08_08_0112,3Bl,final,55,1.23,124.04,100.6060606,,Olympia,7.7A0.2,2,1.18,118.68
2019_08_08_0112,2Or,final,55,1.21,122.19,100.6060606,,Olympia,7.7A0.2,2,1.17,117.61
2019_08_08_0112,1Wh,final,55,1.46,147.28,100.6060606,,Olympia,7.7A0.2,2,1.13,113.72
2019_08_08_0113,1Gr,final,42,1.19,100.5,84.24242424,,Pacific,7.7A0.2,2,0.87,73.06
2019_08_08_0113,3Bl,final,42,1.28,108.05,84.24242424,,Pacific,7.7A0.2,2,0.9,75.5
2019_08_08_0113,1Pk,final,42,0.91,76.69,84.24242424,,Pacific,7.7A0.2,2,0.79,66.48
2019_08_08_0113,1Or,final,42,0.94,78.77,84.24242424,,Pacific,7.7A0.2,2,0.81,68.48
2019_08_08_0113,1Wh,final,42,1.18,99.82,84.24242424,,Pacific,7.7A0.2,2,0.86,72.84
2019_08_08_0113,3Pk,final,42,1.52,128.1,84.24242424,,Pacific,7.7A0.2,2,0.91,76.9
2019_08_08_0113,2Pu,final,42,1.16,97.42,84.24242424,,Pacific,7.7A0.2,2,0.93,78.23
2019_08_08_0113,1Bl,final,42,1.34,113.07,84.24242424,,Pacific,7.7A0.2,2,0.82,69.35
2019_08_08_0113,2Pu,final,42,1.56,131.47,84.24242424,,Pacific,7.7A0.2,2,1.11,93.92
2019_08_08_0113,1Bl,final,42,0.91,76.92,84.24242424,,Pacific,7.7A0.2,2,0.79,66.73
2019_08_08_0113,1Rd,final,42,1.02,86.21,84.24242424,,Pacific,7.7A0.2,2,0.72,60.46
2019_08_08_0113,1Wh,final,42,1.24,104.69,84.24242424,,Pacific,7.7A0.2,2,0.78,65.76
2019_08_08_0113,1Gr,final,42,0.95,80.16,84.24242424,,Pacific,7.7A0.2,2,0.65,54.41
2019_08_08_0113,1Bk,final,42,1.1,93.06,84.24242424,,Pacific,7.7A0.2,2,0.79,66.61
2019_08_08_0113,1Pk,final,42,1.17,98.49,84.24242424,,Pacific,7.7A0.2,2,0.77,64.85
2019_08_08_0113,2Rd,final,42,1.27,107,84.24242424,,Pacific,7.7A0.2,2,1.13,95.34
2019_08_08_0114,1Rd,final,42,1.45,121.94,84.02,,Olympia,7.7A0.2,2,1.18,99.02
2019_08_08_0114,1Gr,final,42,1.74,146.51,84.02,,Olympia,7.7A0.2,2,1.27,106.89
2019_08_08_0114,2Or,final,42,1.67,140.07,84.02,,Olympia,7.7A0.2,2,1.31,109.66
2019_08_08_0114,3Pu,final,42,1.83,153.88,84.02,,Olympia,7.7A0.2,2,1.65,138.44
2019_08_08_0114,2Pk,final,42,1.64,137.42,84.02,,Olympia,7.7A0.2,2,1.04,87.6
2019_08_08_0114,3Bl,final,42,1.37,115.43,84.02,,Olympia,7.7A0.2,2,0.94,79.21
2019_08_08_0114,1Bk,final,42,1.65,138.32,84.02,,Olympia,7.7A0.2,2,1.22,102.49
2019_08_08_0114,1Bl,final,42,1.47,123.36,84.02,,Olympia,7.7A0.2,2,1.13,94.64
2019_08_08_0114,1Or,final,42,1.33,111.61,84.02,,Olympia,7.7A0.2,2,1.14,95.96
2019_08_08_0114,2Bk,final,42,2.11,177.03,84.02,,Olympia,7.7A0.2,2,1.67,140.6
2019_08_08_0114,2Bl,final,42,1.82,152.9,84.02,,Olympia,7.7A0.2,2,1.56,131.03
2019_08_08_0114,2Wh,final,42,2.19,184.18,84.02,,Olympia,7.7A0.2,2,1.72,144.64
2019_08_08_0114,3Bl,final,42,2.32,195.15,84.02,,Olympia,7.7A0.2,2,1.79,150.76
2019_08_08_0114,2Pu,final,42,1.64,138.16,84.02,,Olympia,7.7A0.2,2,1.29,108.34
2019_08_08_0114,1Pk,final,42,1.46,122.41,84.02,,Olympia,7.7A0.2,2,1.22,102.4
2019_08_08_0114,3Gr,final,42,2.06,173.37,84.02,,Olympia,7.7A0.2,2,1.77,148.66
2019_08_08_0114,1Wh,final,42,2,167.76,84.02,,Olympia,7.7A0.2,2,1.41,118.11
2019_08_08_0114,1Pu,final,42,1.52,128.08,84.02,,Olympia,7.7A0.2,2,1.43,120.31
2019_08_08_0116,3Bl,final,24,1.3,129.24,99.39393939,,Olympia,7.7A0.5,2,0.98,97.14
2019_08_08_0116,2Bl,final,24,1.17,116.4,99.39393939,,Olympia,7.7A0.5,2,0.96,95.43
2019_08_08_0118,2Or,final,71,1.5,149.09,99.39393939,,Olympia,7.7A0.5,2,1.28,127.53
2019_08_08_0118,3Rd,final,71,1.51,150,99.39393939,,Olympia,7.7A0.5,2,1.2,119.15
2019_08_08_0119,3Gr,final,39,1.37,112.59,82.42424242,,Pacific,7.7A0.5,2,1.11,91.76
2019_08_08_0119,3Pu,final,39,1.82,149.86,82.42424242,,Pacific,7.7A0.5,2,1.2,98.51
2019_08_08_0120,1Gr,final,71,1.16,98.41,84.84848485,,Pacific,7.7A0.5,2,1.08,91.42
2019_08_08_0120,2Rd,final,71,1.14,96.88,84.84848485,,Pacific,7.7A0.5,2,1.02,86.83
2019_08_08_0121,3Pu,final,39,1.37,137.36,100,,Olympia,7.7A0.5,2,1.09,109.44
2019_08_08_0121,3Pk,final,39,1.59,159.1,100,,Olympia,7.7A0.5,2,1.21,121.17
2019_08_09_0122,2Or,final,28,1.43,116.78,81.81818182,,Pacific,8.0A0.2,2,1.14,93.06
2019_08_09_0122,1Bl,final,28,0.82,66.76,81.81818182,,Pacific,8.0A0.2,2,0.59,48.51
2019_08_09_0122,2Pk,final,28,1.22,99.62,81.81818182,,Pacific,8.0A0.2,2,1.06,86.82
2019_08_09_0122,3Pu,final,28,1.68,137.67,81.81818182,,Pacific,8.0A0.2,2,1.11,91.21
2019_08_09_0122,2Bl,final,28,1.23,100.58,81.81818182,,Pacific,8.0A0.2,2,0.73,59.81
2019_08_09_0122,1Bk,final,28,0.97,79.12,81.81818182,,Pacific,8.0A0.2,2,0.76,62.3
2019_08_09_0122,2Bk,final,28,1.55,126.92,81.81818182,,Pacific,8.0A0.2,2,1.12,91.44
2019_08_09_0122,2Wh,final,28,1.45,118.81,81.81818182,,Pacific,8.0A0.2,2,1.1,89.89
2019_08_09_0122,1Wh,final,28,1.29,105.8,81.81818182,,Pacific,8.0A0.2,2,0.84,68.8
2019_08_09_0122,1Or,final,28,1.04,84.77,81.81818182,,Pacific,8.0A0.2,2,0.69,56.61
2019_08_09_0122,2Gr,final,28,1.21,98.68,81.81818182,,Pacific,8.0A0.2,2,0.88,72.09
2019_08_09_0122,1Pk,final,28,1.05,85.96,81.81818182,,Pacific,8.0A0.2,2,0.85,69.35
2019_08_09_0122,1Gr,final,28,1.08,88.53,81.81818182,,Pacific,8.0A0.2,2,0.6,48.8
2019_08_09_0122,3Bl,final,28,1.34,109.9,81.81818182,,Pacific,8.0A0.2,2,0.87,70.84
2019_08_09_0122,2Pu,final,28,1.1,89.87,81.81818182,,Pacific,8.0A0.2,2,0.83,67.74
2019_08_09_0122,1Pu,final,28,1.04,85.09,81.81818182,,Pacific,8.0A0.2,2,0.94,76.66
2019_08_09_0122,3Pk,final,28,1.98,162.08,81.81818182,,Pacific,8.0A0.2,2,1.3,106.23
2019_08_09_0123,1Bl,final,28,1.67,141.79,85,,Olympia,8.0A0.2,2,1.24,105.21
2019_08_09_0123,1Bk,final,28,1.15,97.58,85,,Olympia,8.0A0.2,2,0.86,73.39
2019_08_09_0123,2Or,final,28,1.25,106.53,85,,Olympia,8.0A0.2,2,1.04,88.32
2019_08_09_0123,2Bl,final,28,1.6,136.24,85,,Olympia,8.0A0.2,2,1.21,103.17
2019_08_09_0123,1Pu,final,28,1.15,97.86,85,,Olympia,8.0A0.2,2,0.99,83.93
2019_08_09_0123,2Gr,final,28,1.38,117.27,85,,Olympia,8.0A0.2,2,1.04,88.26
2019_08_09_0123,1Or,final,28,1.47,125.14,85,,Olympia,8.0A0.2,2,1.04,88.57
2019_08_09_0123,1Wh,final,28,1.15,98.11,85,,Olympia,8.0A0.2,2,0.93,79.16
2019_08_09_0123,2Pu,final,28,1.45,123.15,85,,Olympia,8.0A0.2,2,1.07,91.21
2019_08_09_0123,2Rd,final,28,1.56,132.77,85,,Olympia,8.0A0.2,2,1.11,94.24
2019_08_09_0123,1Pk,final,28,1.17,99.46,85,,Olympia,8.0A0.2,2,0.79,67.27
