Date,Jar,Individual ID,Species,Week,Whole Organism Weight,Shell Weight,Tissue Weight,Respiration,Feeding/calcification,Comments2,Unable to confirm ID
8/22/2019,10,1Or,Olympia,4,,0.2315,0.0332,,,,
8/22/2019,10,1Pk,Olympia,4,,0.317,0.047,,,,
8/22/2019,10,1Pu,Olympia,4,,0.2738,0.0516,,,,
8/22/2019,10,1Rd,Olympia,4,,0.377,0.08,,,,
8/22/2019,10,1Wh,Olympia,4,,0.347,0.033,,,,
8/22/2019,10,2Bk,Olympia,4,,0.611,0.0948,,,,
8/22/2019,10,2Bl,Olympia,4,,0.357,0.073,,,,
8/22/2019,10,2Gr,Olympia,4,,0.48,0.064,,,,
8/22/2019,10,2Or,Olympia,4,,0.7721,0.1367,,,,
8/22/2019,10,2Pk,Olympia,4,,0.503,0.068,,,,
8/22/2019,10,2Pu,Olympia,4,,0.461,0.076,X,,,
8/22/2019,10,2Rd,Olympia,4,,0.694,0.104,,,,
8/22/2019,10,2Wh,Olympia,4,,0.526,0.07,,,,
8/22/2019,10,3Bl,Olympia,4,,0.665,0.117,X,,,
8/22/2019,10,3Gr,Olympia,4,,1.061,0.179,,,,
8/22/2019,10,3Pk,Olympia,4,,NA,NA,,,dead; tissue intact but smelly,
8/22/2019,10,3Pu,Olympia,4,,0.434,0.053,,,,
8/22/2019,10,1Bk,Pacific,4,,0.225,0.041,,,,
8/22/2019,10,1Bl,Pacific,4,,0.112,0.018,,,,
8/22/2019,10,1Gr,Pacific,4,,0.079,0.012,,,,
8/22/2019,10,1Or,Pacific,4,,0.116,0.027,,,,
8/22/2019,10,1Pk,Pacific,4,,0.129,0.025,,,,
8/22/2019,10,1Pu,Pacific,4,,0.139,0.029,,,,X
8/22/2019,10,1Rd,Pacific,4,,0.101,0.017,,,,
8/22/2019,10,1Wh,Pacific,4,,0.087,0.027,,,,
8/22/2019,10,2Bk,Pacific,4,,0.2167,0.0423,,,,
8/22/2019,10,2Bl,Pacific,4,,0.1895,0.0452,,,,
8/22/2019,10,2Gr,Pacific,4,,0.323,0.065,,,,
8/22/2019,10,2Or,Pacific,4,,0.156,0.024,X,,,
8/22/2019,10,2Pk,Pacific,4,,0.2327,0.0583,,,1 dot,X
8/22/2019,10,2Pu,Pacific,4,,0.1596,0.0335,,,1 dot,X
8/22/2019,10,2Rd,Pacific,4,,0.322,0.061,,,,
8/22/2019,10,2Wh,Pacific,4,,0.198,0.048,,,,
8/22/2019,10,3Bl,Pacific,4,,0.3445,0.0589,,,,
8/22/2019,10,3Gr,Pacific,4,,0.438,0.085,X,,,
8/22/2019,10,3Pk,Pacific,4,,0.286,0.054,,,1 dot,X
8/22/2019,10,3Pu,Pacific,4,,0.1367,0.0274,,,no dots,X
7/25/2019,11,1Bk,Olympia,0,,0.255,NA,,,Dead,
7/25/2019,11,1Bl,Olympia,0,,0.247,0.037,,,,
7/25/2019,11,1Gr,Olympia,0,,0.512,0.09,X,,,
7/25/2019,11,1Or,Olympia,0,,0.168,NA,,,Dead,
7/25/2019,11,1Pk,Olympia,0,,0.485,0.122,,,,
7/25/2019,11,1Pu,Olympia,0,,0.367,0.095,,,,
7/25/2019,11,1Rd,Olympia,0,,0.37,0.063,,,,
7/25/2019,11,1Wh,Olympia,0,,0.408,0.078,,,,
7/25/2019,11,2Bk,Olympia,0,,0.334,0.064,,,No dots,
7/25/2019,11,2Bl,Olympia,0,,0.358,0.05,X,,,
7/25/2019,11,2Gr,Olympia,0,,0.422,0.068,,,,
7/25/2019,11,2Or,Olympia,0,,0.212,0.03,,,,
7/25/2019,11,2Pk,Olympia,0,,0.531,0.11,,,,
7/25/2019,11,2Pu,Olympia,0,,0.184,0.024,,,,
7/25/2019,11,2Rd,Olympia,0,,0.285,0.069,,,,
7/25/2019,11,2Wh,Olympia,0,,0.371,NA,,,Dead,
7/25/2019,11,3Bl,Olympia,0,,0.56,0.119,X,,,
7/25/2019,11,3Gr,Olympia,0,,0.555,0.093,,,,
7/25/2019,11,3Pk,Olympia,0,,0.395,0.062,,,,
7/25/2019,11,3Pu,Olympia,0,,0.453,0.074,X,,,
7/25/2019,11,1Bk,Pacific,0,,0.145,0.046,,,Vial O,
7/25/2019,11,1Bl,Pacific,0,,0.144,0.034,,,,
7/25/2019,11,1Gr,Pacific,0,,0.122,0.275,,,Vial O,
7/25/2019,11,1Or,Pacific,0,,0.147,0.031,,,,
7/25/2019,11,1Pk,Pacific,0,,0.1,0.023,X,,,
7/25/2019,11,1Pu,Pacific,0,,0.117,0.038,X,,,
7/25/2019,11,1Rd,Pacific,0,,0.181,0.057,X,,,
7/25/2019,11,1Wh,Pacific,0,,0.207,0.069,,,,
7/25/2019,11,2Bk,Pacific,0,,0.215,0.042,,,3 dots?,
7/25/2019,11,2Bl,Pacific,0,,0.408,0.146,,,,
7/25/2019,11,2Gr,Pacific,0,,0.216,0.054,,,,
7/25/2019,11,2Or,Pacific,0,,0.254,0.094,,,,
7/25/2019,11,2Pk,Pacific,0,,0.411,0.132,,,,
7/25/2019,11,2Pu,Pacific,0,,0.15,0.055,,,2 dots?; in 3Pu bag and vial; changed ID during QA/QC,
7/25/2019,11,2Rd,Pacific,0,,0.17,0.048,,,,
7/25/2019,11,2Wh,Pacific,0,,0.399,0.151,,,,
7/25/2019,11,3Bl,Pacific,0,,0.266,0.316,,,1 dot?,
7/25/2019,11,3Gr,Pacific,0,,0.388,0.109,,,,
7/25/2019,11,3Pk,Pacific,0,,0.249,0.033,X,,,
7/25/2019,11,3Pu,Pacific,0,,0.339,0.347,,,in 2Pu bag and vial; changed ID during QA/QC,
7/25/2019,12,1Gr,Olympia,0,,0.449,0.087,,,,
7/25/2019,12,1Pk,Olympia,0,,0.207,0.036,X,,,
7/25/2019,12,1Pu,Olympia,0,,0.154,0.017,X,,,
7/25/2019,12,1Wh,Olympia,0,,0.258,0.039,X,,,
7/25/2019,12,2Bk,Olympia,0,,0.477,0.097,X,,,
7/25/2019,12,2Bl,Olympia,0,,0.509,0.082,,,,
7/25/2019,12,2Gr,Olympia,0,,0.394,0.081,,,,
7/25/2019,12,2Or,Olympia,0,,0.726,0.119,,,,
7/25/2019,12,2Pk,Olympia,0,,0.4,0.058,,,,
7/25/2019,12,2Rd,Olympia,0,,0.311,0.046,,,,
7/25/2019,12,2Wh,Olympia,0,,0.461,0.112,,,,
7/25/2019,12,3Bl,Olympia,0,,0.795,0.134,,,,
7/25/2019,12,3Gr,Olympia,0,,0.425,0.093,,,,
7/25/2019,12,3Pk,Olympia,0,,0.365,0.065,,,,
7/25/2019,12,3Pu,Olympia,0,,0.513,0.078,,,,
7/25/2019,12,1Bl,Pacific,0,,0.069,0.011,,,,
7/25/2019,12,1Gr,Pacific,0,,0.077,0.016,,,,
7/25/2019,12,1Pk,Pacific,0,,0.142,0.039,,,,
7/25/2019,12,1Pu,Pacific,0,,0.119,0.033,X,,,
7/25/2019,12,1Wh,Pacific,0,,0.075,0.024,X,,,
7/25/2019,12,2Bk,Pacific,0,,0.338,0.117,,,"2Bk P also dissected in Week 6, but this is better match to initial weights",
7/25/2019,12,2Gr,Pacific,0,,0.224,0.064,X,,,
7/25/2019,12,2Or,Pacific,0,,0.147,0.031,,,,X (there are two 2Or Pacifics; could be the missing 1Or)
7/25/2019,12,2Or,Pacific,0,,0.176,0.603,X,,Vial 1O,X (there are two 2Or Pacifics; could be the missing 1Or)
7/25/2019,12,2Pk,Pacific,0,,0.189,0.045,,,"2 Pk P also dissected in Week 6, but this is better match to initial weights",
7/25/2019,12,2Wh,Pacific,0,,0.217,0.071,,,,
7/25/2019,12,3Bl,Pacific,0,,0.257,0.038,,,,
7/25/2019,12,3Gr,Pacific,0,,0.305,0.112,,,,
7/25/2019,12,3Pk,Pacific,0,,0.105,0.043,,,,
7/25/2019,12,3Pu,Pacific,0,,0.203,0.067,,,,
9/6/2019,12,1Bk,Olympia,6,,0.112,0.018,,,,
9/6/2019,12,1Bl,Olympia,6,,0.328,0.079,,,,
9/6/2019,12,1Or,Olympia,6,,0.25,0.041,,,,
9/6/2019,12,1Rd,Olympia,6,,0.347,0.053,,,,
9/6/2019,12,2Pu,Olympia,6,,0.305,0.063,,,,
9/6/2019,12,1Rd,Pacific,6,,0.095,0.024,,,,
9/6/2019,12,2Bk,Pacific,6,,0.122,0.025,,,"2Bk Pacific dissected in Week 0, shell and tissue weight of that organism correspond more with initial weights",X
9/6/2019,12,2Bl,Pacific,6,,0.195,0.042,,,,
9/6/2019,12,2Pk,Pacific,6,,NA,NA,,,"dead; 2Pk Pacific dissected in Week 0, shell and tissue weight of that organism correspond more with initial weights",X
9/6/2019,12,2Pu,Pacific,6,,0.162,0.036,,,,
8/22/2019,13,1Bk,Olympia,4,,0.1864,0.0225,,,,
8/22/2019,13,1Bl,Olympia,4,,0.3556,0.0609,,,,
8/22/2019,13,1Gr,Olympia,4,,0.3091,0.0497,,,,
8/22/2019,13,1Or,Olympia,4,,0.825,0.131,,,,
8/22/2019,13,1Pk,Olympia,4,,0.295,0.035,,,,
8/22/2019,13,1Pu,Olympia,4,,0.542,0.096,,,,
8/22/2019,13,1Rd,Olympia,4,,0.4515,0.108,,,,
8/22/2019,13,1Wh,Olympia,4,,0.476,0.084,,,,
8/22/2019,13,2Bk,Olympia,4,,0.4424,0.0873,,,,
8/22/2019,13,2Bl,Olympia,4,,0.4139,0.0596,,,,
8/22/2019,13,2Gr,Olympia,4,,0.736,0.116,,,,
8/22/2019,13,2Or,Olympia,4,,0.367,0.062,,,1 dot,
8/22/2019,13,2Pk,Olympia,4,,0.299,0.033,,,no dots,
8/22/2019,13,2Pu,Olympia,4,,0.289,0.042,,,1 dot,
8/22/2019,13,2Rd,Olympia,4,,NA,NA,,,dead,
8/22/2019,13,2Wh,Olympia,4,,0.442,0.0696,,,,
8/22/2019,13,3Bl,Olympia,4,,0.321,0.047,,,,
8/23/2019,13,3Gr,Olympia,4,,0.4546,0.0675,X,,,
8/23/2019,13,3Pk,Olympia,4,,0.6863,0.124,X,,,
8/22/2019,13,3Pu,Olympia,4,,0.865,0.192,,,,
8/22/2019,13,1Bk,Pacific,4,,NA,NA,,,dead,
8/22/2019,13,1Bl,Pacific,4,,0.0922,0.012,,,,
8/22/2019,13,1Gr,Pacific,4,,0.149,0.02,,,,X
8/22/2019,13,1Or,Pacific,4,,NA,NA,,,dead,
8/22/2019,13,1Pk,Pacific,4,,NA,NA,,,dead,
8/22/2019,13,1Pu,Pacific,4,,0.163,0.034,,,,
8/22/2019,13,1Rd,Pacific,4,,0.093,0.019,,,,
8/22/2019,13,1Wh,Pacific,4,,0.0945,0.0195,,,,
8/22/2019,13,2Bk,Pacific,4,,NA,NA,,,dead,
8/22/2019,13,2Bl,Pacific,4,,NA,NA,,,dead,
8/22/2019,13,2Gr,Pacific,4,,NA,NA,,,dead; 1 dot,X
8/22/2019,13,2Or,Pacific,4,,0.269,0.06,,,,
8/22/2019,13,2Pk,Pacific,4,,0.1251,0.0252,,,,
8/22/2019,13,2Pu,Pacific,4,,0.1412,0.0315,,,,
8/22/2019,13,2Rd,Pacific,4,,0.153,0.038,,,,
8/22/2019,13,2Wh,Pacific,4,,0.232,0.05,,,,
8/23/2019,13,3Bl,Pacific,4,,0.379,0.103,X,,2 dots,
8/22/2019,13,3Gr,Pacific,4,,0.377,0.055,,,,
8/23/2019,13,3Pk,Pacific,4,,0.364,0.074,X,,,
8/22/2019,13,3Pu,Pacific,4,,0.223,0.036,,,,
8/22/2019,14,1Bk,Olympia,4,0.277,,,,X,,
8/22/2019,14,1Bl,Olympia,4,0.225,,,,X,ID changed from NA to 1Bl during QA/QC,
8/22/2019,14,1Gr,Olympia,4,0.15,,,,X,,
8/22/2019,14,1Or,Olympia,4,0.471,,,,X,,
8/22/2019,14,1Pk,Olympia,4,0.349,,,,X,,
8/22/2019,14,1Pu,Olympia,4,0.236,,,,X,,
8/22/2019,14,1Rd,Olympia,4,0.415,,,,X,,
8/22/2019,14,1Wh,Olympia,4,0.221,,,,X,,
8/22/2019,14,2Bk,Olympia,4,0.306,,,,X,,
8/22/2019,14,2Bl,Olympia,4,0.429,,,,X,ID changed from NA to 2Bl during QA/QC,
8/22/2019,14,2Gr,Olympia,4,0.606,,,,X,,
8/22/2019,14,2Or,Olympia,4,0.623,,,,X,,
8/22/2019,14,2Pk,Olympia,4,0.724,,,,X,1 pink dot,
8/22/2019,14,2Pu,Olympia,4,0.376,,,,X,,
8/22/2019,14,2Rd,Olympia,4,0.555,,,,X,,
8/22/2019,14,2Wh,Olympia,4,0.661,,,,X,,
8/22/2019,14,3Bl,Olympia,4,NA,,,,X,dead,
8/22/2019,14,3Gr,Olympia,4,1.468,,,,X,2 green dots,
8/22/2019,14,3Pk,Olympia,4,0.854,,,,X,,
8/22/2019,14,3Pu,Olympia,4,0.883,,,,X,,
8/22/2019,14,1Bk,Pacific,4,0.2962,,,,X,,
8/22/2019,14,1Bl,Pacific,4,0.285,,,,X,,
8/22/2019,14,1Gr,Pacific,4,0.1386,,,,X,,
8/22/2019,14,1Or,Pacific,4,0.1392,,,,X,,
8/22/2019,14,1Pk,Pacific,4,0.1127,,,,X,,
8/22/2019,14,1Pu,Pacific,4,0.1239,,,,X,,
8/22/2019,14,1Rd,Pacific,4,0.268,,,,X,,
8/22/2019,14,1Wh,Pacific,4,0.439,,,,X,,
8/22/2019,14,2Bk,Pacific,4,0.4591,,,,X,,
8/22/2019,14,2Bl,Pacific,4,0.1978,,,,X,might be 2Gr,X
8/22/2019,14,2Bl,Pacific,4,0.232,,,,X,might be 2Gr,X
8/22/2019,14,2Or,Pacific,4,0.4241,,,,X,,
8/22/2019,14,2Pk,Pacific,4,0.2514,,,,X,,
8/22/2019,14,2Pu,Pacific,4,0.1367,,,,X,,
8/22/2019,14,2Rd,Pacific,4,0.2949,,,,X,,
8/22/2019,14,2Wh,Pacific,4,0.3199,,,,X,,
8/22/2019,14,3Bl,Pacific,4,0.4597,,,,X,,
8/22/2019,14,3Gr,Pacific,4,0.584,,,,X,,
8/22/2019,14,3Pk,Pacific,4,0.399,,,,X,,
8/22/2019,14,3Pu,Pacific,4,0.4546,,,,X,,
7/25/2019,15,1Bk,Olympia,0,,0.481,0.079,,,,X (there are two 1Bk Olympias)
7/25/2019,15,1Bk,Olympia,0,,0.509,0.113,X,,Vial 2Bc,X (there are two 1Bk Olympias)
7/25/2019,15,1Bl,Olympia,0,,0.337,0.038,,,,
7/25/2019,15,1Gr,Olympia,0,,0.29,0.042,X,,3Gr vial and bag; ID changed during QA/QC,
7/25/2019,15,1Or,Olympia,0,,0.233,0.04,,,,
7/25/2019,15,1Pk,Olympia,0,,0.565,0.094,,,,
7/25/2019,15,1Pk,Olympia,0,,0.179,0.031,X,,"3Pi bag, 2Bc-P vial",X (there are two 1Pk Olympias; other corresponds more to initial weights)
7/25/2019,15,1Pu,Olympia,0,,0.222,NA,,,Dead,
7/25/2019,15,1Rd,Olympia,0,,0.463,0.099,,,,
7/25/2019,15,1Wh,Olympia,0,,0.456,0.066,,,,
7/25/2019,15,2Bk,Olympia,0,,0.295,0.06,,,,
7/25/2019,15,2Gr,Olympia,0,,0.356,0.061,,,,
7/25/2019,15,2Or,Olympia,0,,0.263,0.04,,,,
7/25/2019,15,2Pk,Olympia,0,,0.308,0.033,,,,
7/25/2019,15,2Pu,Olympia,0,,0.271,0.04,X,,,
7/25/2019,15,2Rd,Olympia,0,,0.401,0.07,,,3 dots?; ID changed from 3Rd to 2Rd during QA/QC),
7/25/2019,15,2Wh,Olympia,0,,0.461,0.098,,,,
7/25/2019,15,3Bl,Olympia,0,,0.432,0.073,,,,
7/25/2019,15,3Gr,Olympia,0,,0.505,0.098,,,1Gr vial and bag; ID changed during QA/QC,
7/25/2019,15,3Pu,Olympia,0,,0.42,0.077,,,,
7/25/2019,15,1Bk,Pacific,0,,0.059,0.014,X,,bag+vial: 12.1Bl-O,
7/25/2019,15,1Bl,Pacific,0,,0.113,0.046,,,,
7/25/2019,15,1Gr,Pacific,0,,0.089,0.027,,,,
7/25/2019,15,1Or,Pacific,0,,0.039,0.011,,,,
7/25/2019,15,1Pk,Pacific,0,,0.044,0.015,,,,
7/25/2019,15,1Pu,Pacific,0,,0.059,0.017,,,,
7/25/2019,15,1Rd,Pacific,0,,0.081,0.027,X,,,
7/25/2019,15,1Wh,Pacific,0,,0.047,0.01,X,,,
7/25/2019,15,2Bk,Pacific,0,,0.177,0.038,,,,
7/25/2019,15,2Bl,Pacific,0,,0.181,0.046,,,Vial O,
7/25/2019,15,2Gr,Pacific,0,,0.21,0.067,,,,
7/25/2019,15,2Or,Pacific,0,,0.153,0.044,,,,
7/25/2019,15,2Pk,Pacific,0,,0.164,0.058,,,,
7/25/2019,15,2Pu,Pacific,0,,0.183,0.048,,,,
7/25/2019,15,2Rd,Pacific,0,,0.148,0.042,X,,,
7/25/2019,15,2Wh,Pacific,0,,0.135,0.042,,,,
7/25/2019,15,3Bl,Pacific,0,,0.346,0.102,,,,
7/25/2019,15,3Gr,Pacific,0,,0.212,0.067,,,,
7/25/2019,15,3Pk,Pacific,0,,0.284,0.097,,,,
7/25/2019,15,3Pu,Pacific,0,,0.221,0.079,,,,
8/8/2019,16,1Bk,Olympia,2,0.3953,,,,X,,
8/8/2019,16,1Bl,Olympia,2,0.1943,,,,X,,
8/8/2019,16,1Gr,Olympia,2,0.5081,,,,X,,
8/8/2019,16,1Or,Olympia,2,0.367,,,,X,,
8/8/2019,16,1Pk,Olympia,2,0.269,,,,X,,
8/8/2019,16,1Pu,Olympia,2,0.24,,,,X,,
8/8/2019,16,1Rd,Olympia,2,0.2227,,,,X,missing identifier; either 2Pu or 1R; (vial and bag label 1 or 2 Pu),
8/8/2019,16,1Wh,Olympia,2,0.4183,,,,X,,
8/8/2019,16,2Bk,Olympia,2,0.5661,,,,X,,
8/8/2019,16,2Bl,Olympia,2,0.5174,,,,X,,
8/8/2019,16,2Gr,Olympia,2,0.4477,,,,X,,
8/8/2019,16,2Or,Olympia,2,0.449,,,,X,,
8/8/2019,16,2Pk,Olympia,2,0.446,,,,X,,
8/8/2019,16,2Pu,Olympia,2,0.3775,,,,X,missing identifier; either 2Pu or 1R; identified as 2 Pu during QA/QC (vial and bag label 1 or 2 Pu),
8/8/2019,16,2Rd,Olympia,2,0.5297,,,,X,,
8/8/2019,16,2Wh,Olympia,2,0.6987,,,,X,,
8/8/2019,16,3Bl,Olympia,2,0.6646,,,,X,,
8/8/2019,16,3Gr,Olympia,2,0.8189,,,,X,,
8/8/2019,16,3Pk,Olympia,2,0.8272,,,,X,,
8/8/2019,16,3Pu,Olympia,2,0.6695,,,,X,,
8/8/2019,16,1Bk,Pacific,2,0.237,,,,X,,
8/8/2019,16,1Bl,Pacific,2,0.206,,,,X,,
8/8/2019,16,1Gr,Pacific,2,0.172,,,,X,,
8/8/2019,16,1Or,Pacific,2,0.247,,,,X,,
8/8/2019,16,1Pk,Pacific,2,0.228,,,,X,,
8/8/2019,16,1Pu,Pacific,2,0.302,,,,X,this is either 1Pu or 2Pu; identified as 1Pu during QA/QC (vial and bag label still 1 or 2 Pu),
8/8/2019,16,1Rd,Pacific,2,0.178,,,,X,,
8/8/2019,16,1Wh,Pacific,2,0.094,,,,X,,
8/8/2019,16,2Bk,Pacific,2,0.338,,,,X,,
8/8/2019,16,2Bl,Pacific,2,0.474,,,,X,,
8/8/2019,16,2Gr,Pacific,2,0.262,,,,X,,
8/8/2019,16,2Or,Pacific,2,0.476,,,,X,,
8/8/2019,16,2Pk,Pacific,2,0.526,,,,X,,
8/8/2019,16,2Pu,Pacific,2,0.472,,,,X,this is either 1Pu or 2Pu; identified as 2Pu during QA/QC (vial and bag label still 1 or 2 Pu),
8/8/2019,16,2Rd,Pacific,2,0.156,,,,X,,
8/8/2019,16,2Wh,Pacific,2,0.311,,,,X,,
8/8/2019,16,3Bl,Pacific,2,0.457,,,,X,,
8/8/2019,16,3Gr,Pacific,2,0.388,,,,X,,
8/8/2019,16,3Pk,Pacific,2,0.37,,,,X,,
8/8/2019,16,3Pu,Pacific,2,0.362,,,,X,,
8/8/2019,17,1Bk,Olympia,2,,0.264,0.05,,,,
8/8/2019,17,1Bl,Olympia,2,,0.167,0.025,,,,
8/8/2019,17,1Gr,Olympia,2,,0.211,0.03,,,,
8/8/2019,17,1Or,Olympia,2,,0.243,0.034,,,,
8/8/2019,17,1Pk,Olympia,2,,0.2692,0.0419,,,,
8/8/2019,17,1Pu,Olympia,2,,NA,NA,,,dead,
8/8/2019,17,1Rd,Olympia,2,,0.334,0.081,,,,
8/8/2019,17,1Wh,Olympia,2,,0.3168,0.053,,,,
8/8/2019,17,2Bk,Olympia,2,,0.9437,0.2691,,,,
8/9/2019,17,2Bl,Olympia,2,,0.4595,0.0875,X,,,
8/8/2019,17,2Gr,Olympia,2,,0.3634,0.0677,,,,
8/8/2019,17,2Or,Olympia,2,,0.7206,0.1355,,,,
8/8/2019,17,2Pk,Olympia,2,,0.3551,0.0316,,,,
8/8/2019,17,2Pu,Olympia,2,,0.46,0.059,,,,
8/8/2019,17,2Rd,Olympia,2,,0.429,0.065,,,,
8/8/2019,17,2Wh,Olympia,2,,0.5523,0.0958,,,,
8/9/2019,17,3Bl,Olympia,2,,0.7296,0.1374,X,,,
8/8/2019,17,3Gr,Olympia,2,,0.644,0.11,,,,
8/8/2019,17,3Pk,Olympia,2,,0.4,0.07,,,,
8/8/2019,17,3Pu,Olympia,2,,0.575,0.105,,,,
8/8/2019,17,1Bk,Pacific,2,,0.033,0.005,,,,
8/8/2019,17,1Bl,Pacific,2,,NA,NA,,,dead,
8/8/2019,17,1Gr,Pacific,2,,0.1,0.016,,,,
8/8/2019,17,1Pk,Pacific,2,,0.043,0.009,,,,
8/8/2019,17,1Pu,Pacific,2,,0.0793,0.0206,,,,
8/8/2019,17,1Rd,Pacific,2,,0.058,0.015,,,,
8/8/2019,17,2Bk,Pacific,2,,0.0875,0.009,,,,
8/8/2019,17,2Bl,Pacific,2,,0.1503,0.0361,,,,
8/8/2019,17,2Gr,Pacific,2,,0.147,0.044,,,,
8/8/2019,17,2Or,Pacific,2,,NA,NA,,,dead,
8/8/2019,17,2Pk,Pacific,2,,0.145,0.048,,,,
8/8/2019,17,2Pu,Pacific,2,,0.1739,0.0431,,,,
8/8/2019,17,2Rd,Pacific,2,,0.112,0.014,,,,
8/8/2019,17,2Wh,Pacific,2,,NA,NA,,,dead,
8/9/2019,17,3Bl,Pacific,2,,0.2255,0.0493,X,,,
8/8/2019,17,3Or,Pacific,2,,0.1835,0.0419,,,,X (this does not exist in initial weights)
8/8/2019,17,3Pk,Pacific,2,,0.1886,0.0486,,,,
8/9/2019,17,3Pu,Pacific,2,,0.2304,0.0643,X,,,
9/5/2019,18,1Bk,Olympia,6,0.65,,,,X,,
9/5/2019,18,1Bl,Olympia,6,0.36,,,,X,,
9/5/2019,18,1Gr,Olympia,6,0.238,,,,X,,
9/5/2019,18,1Or,Olympia,6,0.478,,,,X,,X
9/5/2019,18,1Pk,Olympia,6,0.334,,,,X,,
9/5/2019,18,1Pu,Olympia,6,0.227,,,,X,,
9/5/2019,18,1Rd,Olympia,6,0.208,,,,X,,
9/5/2019,18,1Wh,Olympia,6,0.54,,,,X,,
9/5/2019,18,2Bk,Olympia,6,0.539,,,,X,,
9/5/2019,18,2Bl,Olympia,6,0.511,,,,X,,X
9/5/2019,18,2Gr,Olympia,6,0.664,,,,X,,
9/5/2019,18,2Or,Olympia,6,1.167,,,,X,,
9/5/2019,18,2Pk,Olympia,6,0.765,,,,X,,X
9/5/2019,18,2Pu,Olympia,6,0.524,,,,X,,
9/5/2019,18,2Rd,Olympia,6,0.655,,,,X,,
9/5/2019,18,2Wh,Olympia,6,0.493,,,,X,,
9/5/2019,18,3Bl,Olympia,6,1.15,,,,X,,X
9/5/2019,18,3Gr,Olympia,6,1.107,,,,X,,
9/5/2019,18,3Pk,Olympia,6,1.219,,,,X,,
9/5/2019,18,3Pu,Olympia,6,0.773,,,,X,two dots,
9/5/2019,18,1Bk,Pacific,6,0.1546,,,,X,,
9/5/2019,18,1Bl,Pacific,6,0.066,,,,X,,
9/5/2019,18,1Gr,Pacific,6,0.0645,,,,X,,
9/5/2019,18,1Or,Pacific,6,0.1223,,,,X,,
9/5/2019,18,1Pk,Pacific,6,0.0633,,,,X,,
9/5/2019,18,1Pu,Pacific,6,0.0622,,,,X,,
9/5/2019,18,1Rd,Pacific,6,0.1233,,,,X,dead,
9/5/2019,18,1Wh,Pacific,6,0.2413,,,,X,,
9/5/2019,18,2Bk,Pacific,6,0.2447,,,,X,,
9/5/2019,18,2Bl,Pacific,6,0.2304,,,,X,,
9/5/2019,18,2Gr,Pacific,6,0.1479,,,,X,,
9/5/2019,18,2Or,Pacific,6,0.1789,,,,X,,
9/5/2019,18,2Pk,Pacific,6,0.214,,,,X,,
9/5/2019,18,2Pu,Pacific,6,0.2371,,,,X,,
9/5/2019,18,2Rd,Pacific,6,0.3432,,,,X,,
9/5/2019,18,2Wh,Pacific,6,0.3749,,,,X,,
9/5/2019,18,3Bl,Pacific,6,0.5132,,,,X,,
9/5/2019,18,3Gr,Pacific,6,0.5549,,,,X,,
9/5/2019,18,3Pk,Pacific,6,0.2893,,,,X,,
9/5/2019,18,3Pu,Pacific,6,0.531,,,,X,,
8/22/2019,19,1Bk,Olympia,4,,0.1544,0.0279,,,,
8/22/2019,19,1Bl,Olympia,4,,0.2894,0.0574,,,,
8/22/2019,19,1Gr,Olympia,4,,0.248,0.041,,,,
8/22/2019,19,1Or,Olympia,4,,0.196,0.0263,,,,
8/22/2019,19,1Pk,Olympia,4,,0.349,0.065,,,,
8/22/2019,19,1Pu,Olympia,4,,0.2017,0.017,,,,
8/22/2019,19,1Rd,Olympia,4,,0.157,0.022,,,,
8/22/2019,19,1Wh,Olympia,4,,0.133,0.023,,,,
8/22/2019,19,2Bk,Olympia,4,,0.586,0.0631,,,,
8/22/2019,19,2Bl,Olympia,4,,0.3807,0.0591,,,,
8/22/2019,19,2Gr,Olympia,4,,0.471,0.078,X,,,X
8/22/2019,19,2Or,Olympia,4,,0.608,0.147,X,,,
8/22/2019,19,2Pk,Olympia,4,,0.31,0.061,,,,
8/22/2019,19,2Pu,Olympia,4,,0.2595,0.0389,,,,
8/22/2019,19,2Rd,Olympia,4,,0.297,0.031,,,,
8/22/2019,19,2Wh,Olympia,4,,0.2145,0.0379,,,,
8/22/2019,19,3Bl,Olympia,4,,0.634,0.094,,,,
8/22/2019,19,3Gr,Olympia,4,,0.454,0.046,,,2 green dots,X
8/22/2019,19,3Pk,Olympia,4,,0.336,0.056,,,,
8/22/2019,19,3Pu,Olympia,4,,0.374,0.065,,,,
8/22/2019,19,1Bk,Pacific,4,,0.2175,0.037,,,,
8/22/2019,19,1Bl,Pacific,4,,NA,NA,,,dead,
8/22/2019,19,1Gr,Pacific,4,,0.13,0.034,,,,
8/22/2019,19,1Or,Pacific,4,,0.0916,0.0246,,,,
8/22/2019,19,1Pk,Pacific,4,,0.1564,0.0325,,,,
8/22/2019,19,1Pu,Pacific,4,,0.1879,0.0429,,,,
8/22/2019,19,1Rd,Pacific,4,,0.241,0.055,,,,
8/22/2019,19,1Wh,Pacific,4,,0.159,0.038,,,,
8/22/2019,19,2Bk,Pacific,4,,0.228,0.042,,,,
8/22/2019,19,2Bl,Pacific,4,,0.343,0.057,,,,
8/22/2019,19,2Gr,Pacific,4,,NA,NA,,,dead,
8/22/2019,19,2Or,Pacific,4,,0.215,0.037,,,,
8/22/2019,19,2Pk,Pacific,4,,0.1643,0.0399,,,,
8/22/2019,19,2Pu,Pacific,4,,0.329,0.076,,,,
8/22/2019,19,2Rd,Pacific,4,,0.271,0.055,,,,
